,p value
IGHV3-64,0.092656739
IGHV3-53,0.814109706
IGHV3-49,0.258960751
IGHV3-48,0.293669771
IGHV3-33,0.482947509
IGHV3-30,0.77855961
IGHV3-23,0.65759721
IGHV3-22,0.426099448
IGHV3-21,0.312820577
IGHV3-15,0.783700617
IGHV3-13,0.283689568
IGHV3-11,0.205233084
IGHV3-7,0.354409233
IGHV2-70,0.511791897
IGHV2-26,0.82023849
IGHV2-5,0.910669468
IGHV1-69,0.595939159
IGHV1-46,0.131838237
IGHV1-24,0.867011564
IGHV1-18,0.518492596
IGHV1-3,0.733901223
IGHV1-2,0.333662545
IGHJ6,0.985271656
IGHJ5,0.720208931
IGHJ4,0.806182219
IGHJ3P,0.413895146
IGHJ3,0.416729011
IGHJ2P,0.65073235
IGHJ2,0.994286951
IGHJ1P,0.28671222
IGHJ1,0.287835472
IGHD7-27,0.326075925
IGHD3-3,0.824613264
NKIRAS2,0.694582863
NKIRAS1,0.338788038
TRBJ2-3,0.962969126
TRBJ2-2P,0.861670988
TRBC2,0.648786054
TRAJ34,0.302950298
TRAJ32,0.237401122
TRAJ12,0.299849332
TRAJ11,0.79816169
TRAJ10,0.740537729
TRAC,0.330326834
IGLV10-54,0.816549289
IGLV8-61,0.365860247
IGLV7-46,0.500619187
IGLV6-57,0.598037094
IGLV4-69,0.202938885
IGLV3-27,0.439678979
IGLV3-25,0.79822307
IGLV3-21,0.732496832
IGLV3-19,0.629712089
IGLV3-10,0.712077925
IGLV3-9,0.02721286
IGLV3-1,0.742153961
IGLV2-23,0.490629926
IGLV2-14,0.338734744
IGLV2-11,0.691069689
IGLV2-8,0.650673801
IGLV1-51,0.400967431
IGLV1-50,0.513643342
IGLV1-47,0.587104772
IGLV1-44,0.600485292
IGLV1-40,0.381844578
IGLV1-36,0.45192391
IGLJ3,0.333816121
IGLJ2,0.55274482
IGLJ1,0.648806162
IGLC7,0.655529563
IGKV3D-20,0.230151328
IGKV3D-15,0.464879751
IGKV3D-11,0.433396634
IGKV2D-40,0.487194467
IGKV2D-30,0.315407464
IGKV2D-28,0.241306765
IGKV1D-39,0.9618018
IGKV1D-37,0.719405392
IGKV1D-33,0.584056558
IGKV1D-17,0.690650073
IGKV1D-16,0.820538577
IGKV1D-13,0.543125901
IGKV1D-12,0.957362461
IGKV1D-8,0.266130332
IGKV5-2,0.160280023
IGKV4-1,0.036060838
IGKV3-20,0.19221079
IGKV3-15,0.49660816
IGKV3-11,0.301332795
IGKV3-7,0.78371759
IGKV2-40,0.261846255
IGKV2-30,0.363907453
IGKV2-28,0.255910304
IGKV2-24,0.550141879
IGKV1-39,0.879538478
IGKV1-37,0.965518942
IGKV1-33,0.668115645
IGKV1-27,0.557286085
IGKV1-17,0.786328516
IGKV1-16,0.66118638
IGKV1-13,0.835154978
IGKV1-12,0.957829693
IGKV1-9,0.407630626
IGKV1-8,0.811909746
IGKV1-6,0.110357484
IGKJ5,0.700086028
IGKJ4,0.09551094
IGKJ3,0.165078678
IGKJ2,0.419570413
IGKJ1,0.555382397
CCDC22,0.468990812
DEXI,0.174153722
LAMTOR2,0.750405037
MRPS28,0.922704904
COA3,0.209227845
DCPS,0.152840753
OSTM1,0.639228145
GIT1,0.236628749
BZW2,0.919591131
C11orf54,0.065808713
AAMDC,0.501814783
SPCS1,0.742093692
MRPS18B,0.510635241
C19orf53,0.298416183
ACAD9,0.703148575
MRPL42,0.501617645
TMEM14A,0.508301365
IFT81,0.183698692
FLVCR1,0.181190597
RGCC,0.105880273
MCTS1,0.325000126
MAGEH1,0.770746481
NOB1,0.423381095
DBNL,0.534285186
NTMT1,0.94676465
ASTE1,0.106650939
COMMD5,0.321136298
HIPK2,0.840843426
MRPL13,0.482746842
SLC43A3,0.630334553
ATAD2,0.561289346
C16orf72,0.995443677
FAM156A,0.16298219
TMEM230,0.920553517
WDR91,0.475375878
ZCCHC4,0.528902515
ZC3H7A,0.173647727
ZBTB44,0.537581173
C1GALT1C1,0.807806686
SETD2,0.487123186
MRPL18,0.681512319
NDUFAF4,0.782412558
MED4,0.071123869
CCDC59,0.768974365
METTL5,0.440398242
CHMP4A,0.016080092
GTPBP8,0.380500932
PHPT1,0.354212834
BABAM1,0.794185645
THYN1,0.735416517
MRPL15,0.328003349
UBE2T,0.839974416
TIMM21,0.539663987
LINC00339,0.286900523
MRPL22,0.059955692
ORMDL2,0.311832293
CNIH4,0.955160345
RANGRF,0.705738073
COMMD9,0.968938244
TMEM208,0.884832747
SSU72,0.939767165
DROSHA,0.226626424
DNAJC15,0.864376275
CFAP20,0.32277413
NXT1,0.431544172
PYCARD,0.42899446
FHOD1,0.496273783
TBK1,0.039632143
SAP30BP,0.29981458
MYLIP,0.712723928
BRD7,0.93616143
CLEC2D,0.432615426
ANKRD11,0.646629162
CD274,0.328854552
RACGAP1,0.624666825
UHRF1,0.376823906
BLNK,0.887616969
USP25,0.401706687
TMOD3,0.840787339
ABT1,0.724181712
PARVB,0.756738101
NCAPH2,0.25853762
OLA1,0.442606634
UQCR10,0.976904892
ZDHHC8,0.631745645
VPREB3,0.936740364
REPIN1,0.218844408
SENP1,0.190929961
TFPT,0.956388332
UBN1,0.476843814
ALG5,0.289390697
ANAPC2,0.152804894
CNOT7,0.500250021
SNX8,0.616560947
SNX10,0.382033007
STRN4,0.344434227
GNL2,0.21203398
RBM15B,0.644635061
PSMC3IP,0.973213219
CPSF1,0.088025538
TRA2A,0.482896795
SAC3D1,0.516927939
FAM216A,0.991414636
CCDC106,0.176345395
EEF2K,0.330077958
SNX15,0.573142192
UBIAD1,0.684978424
HCFC2,0.945064263
SNX11,0.855314069
RMC1,0.998258211
PYCR2,0.633205431
NME7,0.013261843
HILPDA,0.250111694
EPN1,0.473119736
GMPPB,0.675936271
GMPPA,0.871223991
SEC61A1,0.869108269
TIMM22,0.944216142
ALG6,0.480470908
GPR132,0.625628297
SNX12,0.637372479
NENF,0.496955237
DSE,0.827865778
ANAPC4,0.514851148
SERTAD3,0.894485029
SERTAD1,0.600458385
DPP7,0.669327046
CERS2,0.478282666
NRBP1,0.034468506
MRM2,0.305268313
CDIP1,0.831104057
STRN3,0.579670867
PSAT1,0.66129923
MDFIC,0.420474835
UBQLN2,0.99848337
UBQLN1,0.221596849
DONSON,0.78496398
NRBF2,0.43295994
SLC39A3,0.450205322
SLC2A8,0.784552269
BAZ2B,0.117708947
NOP53,0.528896436
TNPO2,0.074508584
ERO1A,0.62992599
TBX21,0.518024376
SH3KBP1,0.668478137
ST6GALNAC6,0.336878711
CXXC1,0.181893581
NT5C,0.944255344
ZNRD1,0.907087699
DNTTIP2,0.063217445
SOCS7,0.504202717
EHD4,0.961965672
PIK3R4,0.719473019
TAX1BP3,0.957667051
STOML2,0.684436232
ZBTB21,0.371918005
WRAP73,0.226423796
RRM2B,0.965278807
SMARCAL1,0.156527765
MINK1,0.255080629
PODXL2,0.419153131
CHST11,0.929834515
IL21R,0.866825471
ITSN2,0.118436035
DEF6,0.143790827
CYHR1,0.641857314
GEMIN4,0.872821579
YBX1P1,0.533839444
PNPLA8,0.599572069
ARHGEF3,0.566621664
DCAF8,0.702298444
AK3,0.596804189
HP1BP3,0.824163662
HDGFL3,0.436623524
COPS7A,0.233471454
NSDHL,0.035654418
F11R,0.535149451
VILL,0.487415686
SNHG32,0.915676827
PARD6A,0.950565951
RNF141,0.470988106
TMED5,0.659769086
SLC35B3,0.740599033
MTERF3,0.654338832
TPRKB,0.588982967
MED31,0.049060691
COQ6,0.623527088
AMDHD2,0.154623722
SLC35C2,0.938116162
ASCC1,0.437889933
DERL2,0.741410178
EXOSC3,0.882540657
FAHD2A,0.269981067
PRELID3B,0.10578077
EXOSC1,0.844808397
TMED7,0.533014525
ISOC1,0.963279986
EMC9,0.802791653
RRP15,0.692419633
WASHC3,0.850195508
HDDC2,0.84020593
MRPS16,0.525852088
GLRX2,0.293803621
MRPS18C,0.443202747
FIS1,0.016922902
PAM16,0.449105037
GOLT1B,0.203272403
BOLA1,0.807299123
VPS36,0.373482023
DESI2,0.966221832
TVP23B,0.334870268
GLOD4,0.206874127
UBXN1,0.46180059
ZNF593,0.469229245
ZBTB7B,0.775660756
GMNN,0.195727357
LAP3,0.910681882
ZNF691,0.528847045
TXNDC12,0.398640178
TXNDC11,0.740936491
CALHM2,0.612796936
RPS27L,0.527169148
YARS2,0.374745494
NMD3,0.263306666
MRPL2,0.098521677
NOSIP,0.90022482
DERA,0.071755478
MEMO1,0.474232941
MRPL4,0.149419536
APIP,0.289008562
TMX2,0.64717521
CUTC,0.947653024
FCF1,0.55089153
THAP4,0.668262185
NDUFA13,0.356945215
MRPS7,0.632557574
POLR1D,0.528090664
CRYL1,0.073634099
SEPSECS,0.904461217
SIDT2,0.780101132
RRNAD1,0.725265192
ADIPOR1,0.13696865
TRNT1,0.557679147
UTP18,0.797577988
SCCPDH,0.623735578
IFT52,0.308848084
ABHD5,0.750830538
SH3GLB1,0.167057684
MECR,0.773238465
NDUFAF1,0.397107792
ABHD17B,0.246573147
PHF20L1,0.740231725
TFB1M,0.836503302
APH1A,0.883449659
METTL9,0.971779544
RDH11,0.343072073
LACTB2,0.528115464
KMT5B,0.244230344
TRAPPC12,0.922970244
RMDN1,0.906343503
MRPS2,0.213049243
COQ4,0.600729339
UTP11,0.704796214
SBDS,0.115164268
RPL26L1,0.61448314
COMMD2,0.185369602
ZNF706,0.799880632
IER3IP1,0.450230725
GOLGA7,0.514071782
NAA20,0.344674529
SAR1B,0.927463866
ASB3,0.563650311
PHF11,0.781004879
RLIM,0.652180406
KCTD3,0.880645657
CEP83,0.088272489
IRAK4,0.134280338
RNFT1,0.783610885
COPS4,0.248698784
INSIG2,0.640907005
CHCHD2,0.957165696
DYNC1LI1,0.945794913
HSD17B12,0.45224249
ING4,0.383329452
SDF4,0.919830299
MRTO4,0.951840414
JPT1,0.467967719
ZNF580,0.50687237
VPS28,0.971767944
DBR1,0.878583547
DCTN4,0.945192041
CYB5R4,0.684061375
HSD17B11,0.074666841
NAGPA,0.255570675
TUBE1,0.820266048
LEF1,0.789827253
PLEKHO1,0.594457592
DCXR,0.819366956
HSPA14,0.836590077
GPN3,0.117156964
CRBN,0.942823979
RSL24D1,0.711037243
SS18L2,0.614072603
HERC5,0.871081256
CKLF,0.928605619
ZNF639,0.401197977
IPO11,0.989133943
NIN,0.901866442
ZDHHC2,0.48931736
DDX47,0.125668172
NUSAP1,0.445634596
TACO1,0.182605351
GLRX5,0.352570552
ABI3,0.947583939
PIGP,0.733634516
GLTP,0.267400619
PHF20,0.15709572
VRK3,0.692332057
CRIM1,0.931468082
EMC4,0.828241651
HGH1,0.421418504
MZB1,0.584837554
ANKRD39,0.400639564
COX16,0.901773742
CCDC174,0.073622752
SHISA5,0.243552324
PAIP2,0.605174162
PDZD11,0.104895742
TMEM69,0.730177789
MTRES1,0.135159492
NT5C3A,0.671972978
MRPL37,0.251430055
RNF181,0.626336758
TBC1D7,0.237376825
MARCHF2,0.239342059
MRPL51,0.234775529
TMEM216,0.558403539
PBDC1,0.003757045
MRPL30,0.355572653
MRPL27,0.95898297
UBAP1,0.110498233
BET1L,0.064794803
KLF3,0.246061851
MAPKAPK5-AS1,0.679498006
IER5,0.65937383
C1RL,0.840886533
GOLM1,0.361942049
ANKMY1,0.741365863
SCAND1,0.396393503
BFAR,0.127595856
TLR7,0.247070148
CEND1,0.192750884
COA4,0.953390367
ERGIC2,0.488310724
GMIP,0.477156598
GMPR2,0.537966011
CD320,0.317827265
ECSIT,0.999462225
SLC15A3,0.692792717
TIMMDC1,0.675526178
FKBP11,0.908153287
ZDHHC3,0.373520341
FAM13B,0.462945918
FAM53C,0.288828334
KRCC1,0.017370985
PLAC8,0.744385963
PHF21A,0.099228782
MRPL35,0.545914903
RSRC1,0.401330545
MEX3C,0.269537118
AMZ2,0.177746158
WAC,0.573943184
SPG21,0.717378441
ARL17A,0.380008779
ARL6IP4,0.235750629
NGRN,0.184666765
THEM6,0.077827567
DACT1,0.830483457
CRNKL1,0.171686317
ZBTB7A,0.973055218
FZR1,0.222442501
TAOK3,0.989375028
HOOK1,0.421390085
CDC40,0.629657362
PLA1A,0.614455057
UBR5,0.876939091
POP5,0.699014352
TEX264,0.444731553
POMP,0.371659783
TMA7,0.872721901
MRPS17,0.40958029
ATRAID,0.409567481
UCHL5,0.719347737
CRLF3,0.181820742
ATP6V1D,0.629387288
ZNF589,0.382985892
EIF3L,0.14275321
NIP7,0.607322775
RWDD1,0.803937831
AIG1,0.645994267
TRPV2,0.087015551
COMMD10,0.62331494
WDR83OS,0.39952423
TRAPPC4,0.82271878
PPME1,0.398478066
NOL7,0.438430389
BIN2,0.893309383
PRKAG2,0.421508595
POLK,0.514811433
ZNF107,0.598944599
DDX41,0.325839067
SNX9,0.080398049
SUCO,0.417239445
ANAPC5,0.47318866
ANAPC7,0.5470452
YTHDF2,0.715881016
RNF138,0.134932752
IP6K2,0.86851208
LCMT1,0.918277336
REV1,0.183682712
SFMBT1,0.753638592
GPR89B,0.950078758
UBE2J1,0.374082874
EVL,0.285565556
LIMA1,0.169299591
HSD17B7,0.707974221
ANKFY1,0.236354633
SPOUT1,0.282691965
NOP16,0.68670823
RTCB,0.433791104
HACD3,0.849424626
CTDSPL2,0.524704105
NELFCD,0.898661966
TRIAP1,0.498890243
HIKESHI,0.083926274
CWC15,0.957697737
TRMT112,0.508470985
UFC1,0.370590692
RTF2,0.252961632
CHMP5,0.727875346
GTSE1,0.306514781
ETV7,0.815533673
DTL,0.898206951
NCKIPSD,0.551722238
LARS1,0.080895724
TMEM14C,0.172901026
CXXC5,0.238287668
TMEM138,0.231696591
OSER1,0.102167275
GSKIP,0.428781561
JKAMP,0.265170073
ANAPC11,0.657375133
ZC3HC1,0.537919655
TRMO,0.223272797
VTA1,0.549761419
PPHLN1,0.766082129
MTFP1,0.301153529
ZCCHC17,0.313918155
SCLY,0.875126573
VPS54,0.856401437
ZNF581,0.300513414
SIRT7,0.20602033
SIRT6,0.22526623
CINP,0.546459549
RAB14,0.511640776
NT5DC3,0.935564349
MBIP,0.936921344
HDAC7,0.519882883
ARMCX3,0.350837629
TDP2,0.116393538
UFM1,0.850299699
FAM49B,0.85091144
GDE1,0.124070992
LARP7,0.016089124
ESF1,0.098576168
AZIN1,0.800422678
PCF11,0.079435579
MED15,0.526739867
PIAS4,0.269347836
TRIM33,0.797424492
SRRT,0.451753775
NBAS,0.152984747
CUTA,0.576393185
LSR,0.008764454
LIPT1,0.785637533
NOP58,0.212253227
EEF1AKNMT,0.479833329
PIGT,0.901204177
TRMT6,0.848795153
ATP6V1H,0.998722534
GET4,0.037013087
DPH5,0.152046913
ERGIC3,0.614356909
TAF9B,0.601688001
UBE2D4,0.174844616
KLF13,0.179700622
CCZ1,0.949245384
DYNC2LI1,0.319581355
SLC25A39,0.894782935
LUC7L2,0.381554389
OTUD6B,0.94727669
RBMX2,0.640947288
DHRS7,0.103334997
RTRAF,0.701076579
SF3B6,0.893117939
MRPL48,0.12941154
TMBIM4,0.732689689
PPIL1,0.587323808
YPEL5,0.568869641
CIAO2B,0.688885348
MRPS23,0.827725193
MRPS33,0.046871572
PTRH2,0.765737226
CHMP3,0.212504881
CDK5RAP1,0.552853521
STYXL1,0.10265947
GINS2,0.948777256
MPC1,0.665506761
ZFR,0.356636148
ASB1,0.494142552
NUB1,0.609371428
HSPB11,0.672078156
SARAF,0.529547509
ASB2,0.259504317
MPP6,0.047533142
LSM7,0.933119221
LSM8,0.466932814
CPSF3,0.201584263
TRAPPC2L,0.821699613
VPS29,0.171773708
CYB5R2,0.327320202
NLK,0.139135141
ACSL5,0.989561091
CYB5R1,0.030760508
ZNF44,0.269523273
SELENOT,0.614158367
CAB39,0.631010422
UIMC1,0.914292188
DNAJB11,0.284264433
CMPK1,0.776780105
POLR3K,0.854308441
WBP11,0.532660657
MSRB1,0.770492534
RAPGEF6,0.948156762
WWOX,0.890515762
ARID4B,0.070291619
LUC7L3,0.969807542
RTEL1,0.090503887
ERAP1,0.893107693
CDK12,0.551906665
C9orf78,0.607334737
RAB8B,0.658415652
INPP5K,0.270271565
STK26,0.354785261
TM7SF3,0.381103248
RSF1,0.103325184
MAP3K20,0.025022582
KDM3B,0.916639056
COQ3,0.205015303
TUBA8,0.829908533
PHAX,0.337295393
GALNT7,0.79858724
ADA2,0.823946957
BCL11A,0.276638436
BTBD1,0.132423521
SPA17,0.05470355
NUDT9,0.102067852
CHIC1,0.371400921
ZFYVE1,0.364492089
NUP54,0.181935614
TPCN1,0.288015059
STX18,0.410745609
MBD3,0.102559587
PTOV1,0.643667453
FXYD5,0.446057506
C11orf24,0.785577275
TRIM34,0.567956201
RAB4B,0.339169613
RAB24,0.747146213
PELO,0.016713907
PPIL3,0.420535023
CSNK1G1,0.612330864
A4GALT,0.737472789
CPSF2,0.189865276
BRWD1,0.883357103
SLC37A1,0.927341778
C21orf58,0.44060575
YBEY,0.047215646
SMIM11A,0.723755258
MIS18A,0.533043926
LINC00158,0.496278043
SETD4,0.546442051
CLIC6,0.729237838
GSAP,0.137519689
POLE3,0.481348256
CHRAC1,0.263471647
H2BS1,0.787152578
MRPL39,0.357921475
C21orf91,0.882411826
DCUN1D1,0.544817539
NANS,0.748909289
CYCS,0.362824717
GNG2,0.543444797
GDAP1,0.884144553
DPM3,0.803940594
TERF2IP,0.255733384
SLC38A2,0.205651567
DNAJC10,0.288318693
YIPF1,0.84262841
GAR1,0.519225854
SSH1,0.073468579
SH3TC1,0.53672204
GFOD1,0.091190716
RBM27,0.782158645
SASH3,0.203179256
STAG3L1,0.661057511
KCTD5,0.516985335
ANLN,0.956930381
ATAD2B,0.976337432
FBXO42,0.72571053
PRR13,0.996525934
MRPS21,0.745508068
FBXW5,0.137825947
CCSER2,0.967369449
XRN1,0.915858139
ETAA1,0.642892159
ANKIB1,0.660945757
MIOS,0.088058589
ZFAND6,0.526817676
ARMCX6,0.19490779
MIEF1,0.854941174
TOLLIP,0.484624665
NLE1,0.152453907
RNF216,0.124001997
PIMREG,0.675630961
CHPF2,0.83714899
TRMT13,0.377572003
DGCR8,0.833500841
TMX3,0.794538086
PRMT7,0.833491416
HEATR5B,0.409627319
TMCO1,0.946995286
RBM47,0.232021251
ZDHHC13,0.997291557
DHX29,0.417273936
RHOF,0.535005145
EXOSC4,0.375323608
MTRF1L,0.698320019
PUS7,0.978292176
APBB1IP,0.619361169
CCDC93,0.046550863
WDR44,0.39009154
ASNSD1,0.432398249
MIER2,0.705670037
MRPL50,0.280018401
CCHCR1,0.431964145
EXOC6,0.501363145
SHLD2,0.451338832
NDUFB11,0.48423969
FAM193B,0.211154824
DDIT4,0.128177502
RC3H2,0.944478588
TOMM7,0.157594127
MTMR12,0.596464646
GNL3L,0.941372111
DDX49,0.44395717
ING3,0.388841055
EGLN1,0.306861636
NDFIP2,0.592898537
DDX56,0.660048492
INO80,0.941872316
FBXL19,0.425583017
PAF1,0.426747739
PARP14,0.958809772
TBC1D13,0.166781556
WDR74,0.681145406
RSBN1,0.988197449
CRLS1,0.430717718
GTPBP2,0.905185345
CROT,0.139907966
ZNHIT6,0.129669261
P4HTM,0.461227477
RRN3,0.967320026
PDP1,0.97575501
GPN2,0.242600402
MARCHF5,0.788930346
OTUD4,0.87223957
TMED9,0.684320233
SLC35F2,0.128128292
MPHOSPH8,0.002923656
XAF1,0.498384115
LEPROT,0.29001926
EPDR1,0.704873808
KLHDC4,0.624728869
ZRANB1,0.581263851
TRIM44,0.398745825
PPP1R12C,0.224985189
RNF111,0.879397306
NSMCE4A,0.63390589
ALKBH4,0.936739049
BORCS6,0.901647438
DNAJB12,0.39705017
TET2,0.692085245
KCTD9,0.236598516
MED18,0.272616198
HAUS6,0.43006774
TRIT1,0.888863616
ZNF586,0.598477767
DYM,0.988794688
SAMD9,0.802558639
ZNF562,0.347379051
AFTPH,0.045053568
QPCTL,0.125431432
GATAD2A,0.206049224
ZNF280D,0.250983887
ZCCHC10,0.809918346
NDE1,0.551265352
ERCC6L,0.933419365
TRPM7,0.036677045
BCAS3,0.700516698
VPS13C,0.105108959
GDAP2,0.356748319
WBP1L,0.615005438
APTX,0.160707735
BIVM,0.904354779
MFSD6,0.364658928
SIDT1,0.685462707
DEF8,0.871772645
FBXL12,0.931539442
ANKRD49,0.343301616
WDR55,0.383276698
TENT5C,0.774964856
GON4L,0.660802956
PGPEP1,0.069262992
ELP6,0.991438229
SNRK,0.381876982
CC2D1A,0.07666492
TOR4A,0.057402678
GPATCH4,0.014636715
TMEM214,0.668194637
TMEM104,0.777312073
QRICH1,0.420565484
PIGG,0.78560747
DCAF16,0.507598137
ZCCHC2,0.961239748
DPP8,0.746760968
BCOR,0.854519824
TEX10,0.440883115
ANKHD1,0.741417086
CWC25,0.19866499
RETSAT,0.214926115
UHRF1BP1,0.509498288
NSUN2,0.689997124
ALKBH5,0.011265249
NCAPG2,0.579444838
MTMR10,0.285491811
SLC66A1,0.304690044
PXK,0.666056775
LAX1,0.099809036
CDKAL1,0.237706432
TTC19,0.17739186
MKS1,0.343470984
NSD3,0.789742311
TASOR2,0.720134705
SPDL1,0.897751103
SEMA4C,0.837398317
RPP25,0.97532731
FOCAD,0.199220434
YTHDF1,0.136269055
TMEM260,0.333378805
CMTM6,0.514915325
DNAAF5,0.213963222
DUS2,0.011486446
CHTF8,0.443092941
LIME1,0.342487049
ZSCAN32,0.260587477
UBE2R2,0.530618745
CHCHD3,0.925213785
IMPAD1,0.10708588
TMEM161A,0.78208221
HAUS4,0.498712186
TRMT10C,0.599314858
KANSL2,0.977864083
DUSP23,0.29173604
ADPRHL2,0.27705629
SARS2,0.350273891
COMMD4,0.601272137
OCIAD1,0.728319414
ABITRAM,0.877061415
SLC41A3,0.955385525
MRPL16,0.702201946
SDHAF2,0.489169449
COMMD8,0.772840333
TRNAU1AP,0.813824961
ODR4,0.03841529
C1orf109,0.436782502
PARP16,0.928874885
TXNL4B,0.02260997
TMEM160,0.842361128
GEMIN8,0.56972117
TIPIN,0.816282063
UCKL1,0.260316914
PIGX,0.532010472
TMEM70,0.148165628
HPF1,0.955710678
TTC12,0.474278164
BANP,0.756537305
INTS11,0.429065694
THG1L,0.380827073
C20orf27,0.313474968
SLC25A38,0.923558383
SLC35F6,0.592298221
C2orf42,0.011420098
NMRK1,0.654243234
CLN6,0.123110855
PINX1,0.492012558
HCFC1R1,0.504089522
CZIB,0.690650368
ZNF770,0.596002723
C1orf159,0.190053817
ZSCAN2,0.683435876
GID8,0.954733204
OXSM,0.4039786
TESC,0.385005426
AURKAIP1,0.47250649
TUG1,0.354688178
TMCO3,0.053022514
PAK1IP1,0.601730391
LAMTOR1,0.884909497
RMND1,0.524266103
TRMT61B,0.132824088
FAM118A,0.848002162
HERC6,0.803429816
FAM174C,0.161204315
PARPBP,0.381192602
PIH1D1,0.868798531
PPP2R3C,0.715713517
MCUB,0.422930153
STX17,0.999998519
PRPF39,0.622766867
C14orf119,0.386730311
TTC38,0.448319505
PHIP,0.156213049
BANK1,0.164604679
HEATR3,0.602381388
C17orf80,0.165947138
FBXO34,0.969958871
USP47,0.046699617
SLC35A5,0.415718887
NOL8,0.302031458
PTCD3,0.879162093
CDCA4,0.269105919
TRMT12,0.691395995
PLEKHB2,0.877114203
VPS37C,0.287298329
REX1BD,0.182559466
MRPL20,0.932546321
ATG16L1,0.279895295
ZWILCH,0.605490973
WIPI1,0.771206334
PDPR,0.146718708
TMEM248,0.61182513
C9orf40,0.342128484
RNF31,0.168490839
LRRC37A4P,0.522954907
OXR1,0.460693373
TAPBPL,0.290057851
IFT57,0.807039724
ARGLU1,0.135113194
RADX,0.857162211
CCDC186,0.182945362
MED9,0.206190419
WDYHV1,0.475721264
GPATCH1,0.371636891
SAMD4B,0.741465026
WDR70,0.044955496
DMAC2,0.701000378
ATG2B,0.844166986
RALGPS2,0.732265929
GPATCH2,0.719691645
SLFN12,0.572520324
BSDC1,0.862920268
AGGF1,0.972049983
MAGOHB,0.243596465
PLEKHJ1,0.221162144
ARHGAP17,0.947693597
TMEM39B,0.760858968
PRPF38B,0.051039546
FANCL,0.274313946
AKIRIN2,0.318966277
CEP192,0.577483928
HEATR1,0.684513812
TRIM68,0.89848354
ANO10,0.50352171
RBM28,0.075640928
LARP1B,0.674291756
SRBD1,0.02497579
WRAP53,0.618952909
ANKZF1,0.082094734
ELP3,0.735091354
HAUS2,0.685697092
CDCA8,0.573809794
LRRC8D,0.958042762
THAP1,0.647971073
ZDHHC4,0.905433092
RBM23,0.666008726
UBR7,0.321282411
MTPAP,0.935227086
TMEM38B,0.919269873
DALRD3,0.773747956
SDAD1,0.689734866
MSTO1,0.636028702
ARMC1,0.74561444
DARS2,0.645647621
RFWD3,0.80519258
TMEM33,0.226589913
PNPO,0.674745324
SHQ1,0.578669932
CEP55,0.998342774
CENPQ,0.654501171
MSL2,0.063623741
MRPS18A,0.185994842
PRMT6,0.583492436
TBCCD1,0.862064061
DNAAF2,0.55314218
MRPS10,0.578460415
INTS10,0.996639314
KLHL11,0.699731595
RMDN3,0.612654767
MRM3,0.691741534
FAIM,0.191188653
LINS1,0.321124797
SMG8,0.403027266
RNF220,0.314717702
RIF1,0.607492335
SLC25A36,0.67575979
VPS13D,0.968339622
NADSYN1,0.246065429
DNAJC17,0.540294826
PBRM1,0.97093097
CCDC198,0.834096555
RESF1,0.981726654
RPRD1A,0.242584923
FAM86C1,0.275339126
MAP1S,0.62949404
GOLPH3L,0.431630399
SBNO1,0.817417584
ARL8B,0.680214806
SETD5,0.271712847
ATAD3A,0.205588061
BBS7,0.975249457
RCBTB1,0.174238763
P3H2,0.861026055
FANCI,0.426079187
NKAPD1,0.035722879
MACO1,0.365147527
LRRC20,0.883580802
NAT10,0.981284521
PANK4,0.493316413
USP40,0.080410411
MOB1A,0.894674776
SMU1,0.639975094
UBA6,0.342927953
OGFOD1,0.633409776
STEAP3,0.908758799
UQCC1,0.751994763
CCDC25,0.38078575
NEIL3,0.460177624
PACC1,0.119578874
YY1AP1,0.706238294
ELP2,0.108664385
PCMTD2,0.378186419
TYW1,0.003844393
TMEM39A,0.646452828
WDR41,0.733783561
ADI1,0.615410243
MRGBP,0.35804967
MAP11,0.553443881
TMEM19,0.99604738
PSPC1,0.791119106
NUDT15,0.89357913
IMP3,0.703860009
PHF10,0.257420254
PGM2,0.811985275
FGGY,0.241356385
QRSL1,0.493743254
ZNF654,0.967480669
CWF19L1,0.838318948
TMEM140,0.742140542
UBE2W,0.383365704
RBM41,0.001308493
RHOT1,0.700746429
BRF2,0.330839781
PPP6R3,0.161608895
UEVLD,0.506632491
FBXW7,0.713251153
CCDC91,0.61237309
RNF121,0.528825115
BRIX1,0.525681824
PI4K2B,0.560237253
DDX19A,0.611874005
ZNF444,0.663335803
RFK,0.534195569
RSAD1,0.691433258
AP5S1,0.234310941
TMA16,0.900494574
MIS18BP1,0.646566094
C5orf22,0.415238426
ABCF3,0.705390546
UFSP2,0.582088956
AGPAT5,0.265536028
LIN7C,0.306637967
BLOC1S4,0.921873667
DRAM1,0.313725137
SYNJ2BP,0.438395052
SLC39A9,0.164216026
SHFL,0.48502336
WDR33,0.369490474
GIMAP5,0.93744452
LSG1,0.399882553
STRBP,0.672478451
PLCXD1,0.867330057
ZGRF1,0.9012403
TCP11L1,0.468337702
ABHD10,0.421136813
CHDH,0.864824019
COPRS,0.821638012
LAPTM4B,0.364638112
HJURP,0.717496188
PI4K2A,0.529023161
TMEM63B,0.816943223
PIDD1,0.576416266
TMCO6,0.349303839
LRRC59,0.111635422
MCM10,0.921020912
NCBP3,0.18217019
GPALPP1,0.277877648
YOD1,0.851133593
AP1AR,0.674384576
STRADB,0.257279121
DHRS4-AS1,0.634477642
CSGALNACT2,0.430721877
