,p value
FAM13B,0.456997782
FAM53C,0.165343939
REEP2,0.788130594
ARMCX1,0.188859415
SLC25A37,0.255298181
NME8,0.736318458
KRCC1,0.032623306
PLAC8,0.686849196
PHF21A,0.126957825
MRPL35,0.178902191
RSRC1,0.269152063
MEX3C,0.249710277
AMZ2,0.740427434
WAC,0.56326564
SPG21,0.719385923
ARL17A,0.436444307
ARL6IP4,0.186006969
SPTBN5,0.342987993
ZNF771,0.889684401
NGRN,0.501690975
THEM6,0.029205983
DACT1,0.759741936
CRNKL1,0.15371025
ZBTB7A,0.947069286
FZR1,0.183449201
TAOK3,0.964580292
ZNF117,0.325457727
MBTPS2,0.424220808
HOOK1,0.528702125
CDC40,0.519793371
CHST15,0.277805948
PLA1A,0.707577543
UBR5,0.781777794
POP5,0.910677275
TEX264,0.417190602
POMP,0.316218625
TMA7,0.887663536
MRPS17,0.313592163
ATRAID,0.364951933
SNX7,0.580671523
UCHL5,0.767597607
CRLF3,0.160672679
CSAD,0.922638996
ATP6V1D,0.642721158
ZNF589,0.308694521
EIF3L,0.180484995
NIP7,0.472144396
RWDD1,0.695024743
AIG1,0.58038255
TRPV2,0.100012269
COMMD10,0.904409644
WDR83OS,0.371957319
TRAPPC4,0.787832457
PPME1,0.322368802
NOL7,0.426986115
HEMK1,0.191752459
BIN2,0.762418483
PRKAG2,0.312833796
POLK,0.452826395
ZNF107,0.548613247
DDX41,0.16891334
SNX9,0.10007955
SUCO,0.544333381
ANAPC5,0.452171785
ANAPC7,0.315398308
FAM8A1,0.160872053
HPCAL4,0.504222156
YTHDF2,0.669269348
RNF138,0.064906505
IP6K2,0.930945624
PCYOX1,0.277431956
LCMT1,0.915997524
REV1,0.12278143
SFMBT1,0.860664342
GPR89B,0.843539497
UBE2J1,0.4143913
EVL,0.237360661
LIMA1,0.139666242
ISYNA1,0.949313617
HSD17B7,0.688140199
ANKFY1,0.153790597
SPOUT1,0.150611311
NOP16,0.6011791
RTCB,0.319856839
HACD3,0.834911547
CTDSPL2,0.452339223
NELFCD,0.856755711
TRIAP1,0.485723649
HIKESHI,0.070440846
CWC15,0.929206626
TRMT112,0.402543806
UFC1,0.378593506
RTF2,0.26165332
CHMP5,0.692618899
GTSE1,0.255912802
ETV7,0.79086399
DTL,0.901853402
NCKIPSD,0.453557743
LARS1,0.033758529
TMEM14C,0.199140586
CXXC5,0.170456893
TMEM138,0.259538134
OSER1,0.156046544
GSKIP,0.427384087
JKAMP,0.331795911
ANAPC11,0.662942718
ZC3HC1,0.468222008
TRMO,0.100582109
PHF7,0.601228567
VTA1,0.319890049
PPHLN1,0.847221729
MTFP1,0.260337994
ZCCHC17,0.308672881
SCLY,0.872822111
VPS54,0.858133214
ZNF581,0.3035815
SIRT7,0.082372636
SIRT6,0.076846496
CINP,0.512515474
RAB14,0.443036471
PEX5L,0.724262754
NT5DC3,0.932673394
IL23A,0.394139619
MBIP,0.619948696
HDAC7,0.54738025
ARMCX3,0.4089203
TDP2,0.098874101
UFM1,0.8265458
FAM49B,0.814479659
GDE1,0.111245146
LARP7,0.01711414
ESF1,0.104580894
AZIN1,0.861663701
PCF11,0.049141174
MED15,0.473796921
PIAS4,0.125065853
TRIM33,0.690787467
SRRT,0.354956348
NBAS,0.180651032
CUTA,0.611454605
LSR,0.003478734
LIPT1,0.841688636
NOP58,0.1320028
EEF1AKNMT,0.43224218
PIGT,0.868134077
TRMT6,0.70147993
ATP6V1H,0.983751828
GET4,0.009132744
DPH5,0.136891722
ERGIC3,0.632239504
TAF9B,0.630212265
UBE2D4,0.224310157
KLF13,0.127980097
CCZ1,0.930735404
DYNC2LI1,0.436386325
SLC25A39,0.771566644
LUC7L2,0.344548079
OTUD6B,0.906762489
RBMX2,0.612881234
DHRS7,0.146856139
RTRAF,0.5044343
SF3B6,0.875465293
MRPL48,0.130494132
TMBIM4,0.806618185
PPIL1,0.513016288
YPEL5,0.681184971
CIAO2B,0.651498168
MRPS23,0.71738093
MRPS33,0.055085779
PTRH2,0.298811991
CHMP3,0.269195963
CDK5RAP1,0.47412984
STYXL1,0.099701325
GINS2,0.962607104
MPC1,0.678913378
FKBP7,0.418842469
ZFR,0.163782929
ASB1,0.3492326
NUB1,0.571095675
HSPB11,0.679599541
SARAF,0.572311776
ASB2,0.274668368
MPP6,0.043811676
SUFU,0.560245599
LSM7,0.89827533
LSM8,0.3844034
CPSF3,0.126739961
TRAPPC2L,0.970480761
HECA,0.816171764
VPS29,0.185352986
CYB5R2,0.182338043
NLK,0.142682033
ACSL5,0.930355445
CYB5R1,0.105545185
ZNF44,0.467443239
SELENOT,0.767951387
RAB23,0.818277687
CAB39,0.656702783
UIMC1,0.945479998
DNAJB11,0.304554278
CMPK1,0.882997625
POLR3K,0.773842131
WBP11,0.412695567
UPB1,0.902828392
MSRB1,0.684997298
RAPGEF6,0.962611867
GHRL,0.687478114
WWOX,0.579145995
ARID4B,0.05998287
CD244,0.694277761
LUC7L3,0.442531809
RTEL1,0.04017845
ERAP1,0.86301565
TMEM8B,0.30943026
CDK12,0.460819398
C9orf78,0.631137758
SYT17,0.673344963
RAB8B,0.644997392
INPP5K,0.348667386
STK26,0.364965438
TM7SF3,0.393059381
RSF1,0.128031766
MAP3K20,0.017916612
KDM3B,0.882426828
COQ3,0.293222873
TUBA8,0.916013371
PHAX,0.266672977
GALNT7,0.815959389
ADA2,0.720236355
BCL11A,0.207676694
BTBD1,0.088458385
SPA17,0.091804871
NUDT9,0.149681792
CHIC1,0.298960107
TM6SF1,0.287690972
UBASH3A,0.414768871
ZFYVE1,0.400168553
PANK1,0.589387782
NUP54,0.088494019
TPCN1,0.339242956
STX18,0.294305775
MBD3,0.045268452
ADAM22,0.71171341
BCO1,0.823846398
PTOV1,0.518466225
FXYD5,0.601135162
GPR84,0.950654866
FGFRL1,0.616002916
C11orf24,0.753615789
TRIM34,0.540635507
RAB4B,0.240225442
RAB24,0.51782696
PELO,0.011529273
PPIL3,0.47188808
CSNK1G1,0.649081509
A4GALT,0.712763153
CPSF2,0.099363782
BRWD1,0.891032365
SLC37A1,0.835884062
SRSF9P1,0.168067334
RPL23AP4,0.591311931
PCBP3,0.974389633
C21orf58,0.247316174
YBEY,0.022819448
SMIM11A,0.897782574
C21orf62-AS1,0.57650382
MIS18A,0.455396055
LINC00158,0.48225879
SETD4,0.966985669
CLIC6,0.686963309
GSAP,0.119343914
TLR9,0.333662825
POLE3,0.473910892
CHRAC1,0.22940064
H2BS1,0.701307176
MRPL39,0.287742781
C21orf91,0.865761777
DCUN1D1,0.522511398
NANS,0.732119567
CYCS,0.284861985
ERRFI1,0.852754528
TREM1,0.497341164
GNG2,0.524920316
GDAP1,0.872872641
DPM3,0.701757664
TERF2IP,0.294983235
SLC38A2,0.227054215
SIAE,0.51609509
DNAJC10,0.300485139
YIPF1,0.763445134
GAR1,0.762222571
SSH1,0.074493234
SH3TC1,0.567507788
GFOD1,0.157684596
RBM27,0.647809863
SASH3,0.213259879
STAG3L1,0.460538715
KCTD5,0.496247137
ANLN,0.99893708
ATAD2B,0.959581701
FBXO42,0.704122206
PRR13,0.994671435
MRPS21,0.689673433
FBXW5,0.069543898
CCSER2,0.89218125
RETREG1,0.765108712
XRN1,0.81915879
ETAA1,0.557520433
SPIN2A,0.33821995
ANKIB1,0.63601435
MIOS,0.043763768
ZFAND6,0.57760235
ARMCX6,0.344828099
MIEF1,0.944163246
TOLLIP,0.387564827
NLE1,0.132421192
RNF216,0.048466314
PIMREG,0.445078182
CHPF2,0.942891032
TRMT13,0.26591222
DGCR8,0.80950498
OTULINL,0.371955924
NEURL1B,0.6451193
C11orf71,0.803224203
TMX3,0.761725448
PRMT7,0.861743843
HEATR5B,0.395749184
TMCO1,0.91583607
RBM47,0.262172987
ZDHHC13,0.835928512
DHX29,0.404976183
RHOF,0.513040084
EXOSC4,0.273393624
MTRF1L,0.937502757
PUS7,0.983546027
APBB1IP,0.629845547
CCDC93,0.046675564
WDR44,0.438398998
ANKRD16,0.079508846
ASNSD1,0.384151518
MIER2,0.84115771
USP53,0.277247729
MRPL50,0.145021324
CCHCR1,0.518848513
EXOC6,0.612723802
SHLD2,0.342123554
NDUFB11,0.514069518
FAM193B,0.090997749
DDIT4,0.123349711
RC3H2,0.798656385
TOMM7,0.202904163
MTMR12,0.576272816
GNL3L,0.775032666
MIR4453HG,0.24980847
WDR5B,0.823920436
DDX49,0.319526716
ING3,0.336459072
SGTB,0.157752719
EPB41L4B,0.156065227
DLL4,0.693272375
SCAND2P,0.418621457
EGLN1,0.231120957
GNB1L,0.147472933
LZTFL1,0.973213684
L1TD1,0.55519177
NDFIP2,0.548313962
DDX56,0.564773133
INO80,0.918504973
CCNJ,0.297376089
FBXL19,0.367174065
VSIG10,0.044276739
ARL15,0.997775874
PAF1,0.333391665
PARP14,0.951676415
HES2,0.090543575
MAP10,0.543287402
MINDY2,0.228556795
TBC1D13,0.131800736
WDR74,0.724467321
TMEM106B,0.447842217
RSBN1,0.963306333
CRLS1,0.364637476
GTPBP2,0.771122388
CROT,0.18908329
ZNHIT6,0.115199748
P4HTM,0.547593962
RRN3,0.940791281
PDP1,0.823504911
GPN2,0.137795558
MARCHF5,0.882109795
BTN2A3P,0.544127797
OTUD4,0.703796603
TMED9,0.716410117
SLC35F2,0.123485395
RAB39A,0.052490657
MPHOSPH8,0.005010055
XAF1,0.405388632
LEPROT,0.439953796
EPDR1,0.526339573
KLHDC4,0.614511253
GRAMD1C,0.496214678
ZRANB1,0.580376807
TRIM44,0.334831268
PPP1R12C,0.173861026
CFAP46,0.763234873
RNF111,0.919035165
NSMCE4A,0.603216978
ALKBH4,0.656023548
BORCS6,0.658498371
DNAJB12,0.409744302
TET2,0.654847562
KCTD9,0.185301487
MED18,0.207536647
DCHS2,0.931952584
MBTD1,0.82806963
KLHL24,0.771849094
HAUS6,0.383571636
TRIT1,0.664233321
CNNM2,0.524123599
AHI1,0.385514397
ZNF586,0.655081859
DYM,0.991836389
SAMD9,0.815774622
ZNF562,0.155210147
AFTPH,0.078591709
KLHL28,0.845790207
QPCTL,0.110797613
GATAD2A,0.120615699
ZNF280D,0.223613402
ZCCHC10,0.82028284
NDE1,0.484065149
ERCC6L,0.899832732
TRPM7,0.023162585
SWT1,0.392391526
GIN1,0.402974247
BCAS3,0.454968969
NUP62CL,0.380834266
VPS13C,0.065297027
GDAP2,0.269945713
BSPRY,0.332068439
WBP1L,0.791750738
LRRC49,0.167983572
APTX,0.10017936
BIVM,0.879138261
MFSD6,0.35088269
SYTL2,0.225437769
SIDT1,0.73345307
DEF8,0.821704727
FBXL12,0.808623974
ANKRD49,0.578573501
WDR55,0.272758737
TENT5C,0.818570417
GON4L,0.653327663
PGPEP1,0.098719119
ELP6,0.92610631
SNRK,0.440974911
CC2D1A,0.030255845
TOR4A,0.028395999
GPATCH4,0.008890798
TMEM214,0.702892198
TMEM104,0.953872895
QRICH1,0.230588025
PIGG,0.969257902
FNBP1L,0.152335545
CNTLN,0.523068473
DCAF16,0.436124717
ZCCHC2,0.974087714
DPP8,0.672685643
ST7L,0.833453737
BCOR,0.871248674
TEX10,0.311813633
ANKHD1,0.820599847
CWC25,0.228538452
RETSAT,0.252785738
TBC1D8B,0.367476305
UHRF1BP1,0.469230966
NSUN2,0.693137077
ALKBH5,0.002977128
INO80D,0.757401382
NCAPG2,0.635539428
MTMR10,0.178307107
RNF43,0.009834307
SLC66A1,0.141230335
CASZ1,0.719180056
PXK,0.653316244
LAX1,0.125184178
CDKAL1,0.143124093
TTC19,0.10158807
MKS1,0.375318529
NSD3,0.480014063
TASOR2,0.638982246
SPDL1,0.917384227
SEMA4C,0.776931378
RPP25,0.796799027
FOCAD,0.149665089
YTHDF1,0.048951461
TMEM260,0.412272557
CMTM6,0.538403835
DNAAF5,0.108594207
DUS2,0.004570301
CHTF8,0.43192988
RASIP1,0.246611362
LIME1,0.275370678
ZSCAN32,0.226293321
UBE2R2,0.47146996
CHCHD3,0.883410953
IMPAD1,0.079698276
TMEM161A,0.609461375
HAUS4,0.498343122
TRMT10C,0.498273984
EXD3,0.455420789
KANSL2,0.989322369
DUSP23,0.271860638
ADPRHL2,0.16473139
SARS2,0.247127978
COMMD4,0.577412403
OCIAD1,0.762946886
RNF125,0.724620775
ABITRAM,0.854336886
LINC01521,0.454375604
SLC41A3,0.869074638
MRPL16,0.625046621
SDHAF2,0.411135691
COMMD8,0.790789034
TRNAU1AP,0.960217486
ODR4,0.049609763
FAM120C,0.789308302
C1orf109,0.359860716
PARP16,0.714323155
TXNL4B,0.022847777
TMEM160,0.893499311
GEMIN8,0.650950309
SSH3,0.481879426
TIPIN,0.751817299
UCKL1,0.131701941
C1orf56,0.504638195
PIGX,0.589945289
TMEM70,0.100545561
HPF1,0.822349677
TTC12,0.482405706
BANP,0.47717882
TMEM132A,0.811232806
INTS11,0.35483204
THG1L,0.394779182
C20orf27,0.210960241
SLC25A38,0.705201591
SLC35F6,0.689520801
PLAAT2,0.003629362
C2orf42,0.028944427
NMRK1,0.930492339
CLN6,0.068430173
PINX1,0.405258273
HCFC1R1,0.380589804
ULK4,0.263950135
CZIB,0.556307485
ZNF770,0.505768166
C1orf159,0.075246182
ZSCAN2,0.952861621
GID8,0.868697725
OXSM,0.583181535
MTARC2,0.049193855
TESC,0.338158404
AURKAIP1,0.467791834
TUG1,0.279805206
TTC22,0.236476789
TMCO3,0.070565376
PAK1IP1,0.544444991
LAMTOR1,0.866242151
RMND1,0.563796107
TRMT61B,0.097027384
FAM118A,0.995317913
HERC6,0.792996615
FAM174C,0.093739918
PARPBP,0.374256259
PIH1D1,0.83222729
PPP2R3C,0.708247858
MCUB,0.432231343
STX17,0.936489822
PRPF39,0.513799604
MARCHF1,0.755651315
C14orf119,0.423634009
TTC38,0.588512984
PHIP,0.118558489
BANK1,0.176107826
TMEM255A,0.18193261
HEATR3,0.437826877
C17orf80,0.164861113
FBXO34,0.994171784
USP47,0.034973699
SLC35A5,0.459863394
FKBP14,0.392703314
MOCOS,0.900906743
NOL8,0.231339974
PTCD3,0.870154223
CDCA4,0.217675939
TRMT12,0.89521
PLEKHB2,0.822492916
VPS37C,0.142802671
REX1BD,0.19001649
NRDE2,0.989341038
MRPL20,0.912421967
ATG16L1,0.284693201
ZWILCH,0.544378994
GABPB1-IT1,0.807267606
WIPI1,0.901006438
ZCWPW1,0.458288463
PDPR,0.140563964
ENOX1,0.559647747
TMEM248,0.575892875
DET1,0.182418324
C9orf40,0.232052904
RNF31,0.169951098
LRRC37A4P,0.753791785
OXR1,0.533756026
UACA,0.776562802
TMEM45A,0.877582226
TAPBPL,0.328357179
IFT57,0.811237139
ARGLU1,0.017095132
KIF26B,0.459944217
SOBP,0.948069321
RADX,0.934345354
CCDC186,0.303760303
MED9,0.091000842
TMEM51,0.557550309
WDYHV1,0.796121546
GPATCH1,0.267419226
SAMD4B,0.765422219
EBLN2,0.613418659
WDR70,0.044720639
DMAC2,0.852769842
ATG2B,0.818566179
RALGPS2,0.687082716
GPATCH2,0.618891217
SLFN12,0.634990121
BSDC1,0.998386487
AGGF1,0.934614447
MAGOHB,0.177576619
PLEKHJ1,0.139325034
WDR60,0.174572555
XKR8,0.924014025
ARHGAP17,0.907396068
TMEM39B,0.409772235
PRPF38B,0.052684379
FANCL,0.207123096
AKIRIN2,0.307526345
CEP192,0.498564325
HEATR1,0.544122686
TRIM68,0.838447294
ANO10,0.56950715
RBM28,0.031444588
LARP1B,0.506423697
SRBD1,0.019989758
WRAP53,0.51726049
FAM90A1,0.382506513
ANKZF1,0.025484393
ELP3,0.803764948
HAUS2,0.749920769
CDCA8,0.594596966
LRRC8D,0.97653476
THAP1,0.466627249
ZDHHC4,0.895860538
RBM23,0.611780957
UBR7,0.330545067
MTPAP,0.885264234
TMEM38B,0.999061622
DALRD3,0.947580009
SDAD1,0.670617566
MSTO1,0.572995628
ARMC1,0.753077008
DARS2,0.617127919
RFWD3,0.755554052
TMEM33,0.148424619
PNPO,0.672278772
SHQ1,0.516644614
CEP55,0.94111394
CENPQ,0.757615738
MSL2,0.103274109
MRPS18A,0.094696719
PRMT6,0.496513398
TBCCD1,0.893770409
DNAAF2,0.6129954
MRPS10,0.551691482
INTS10,0.892300584
KLHL11,0.664475416
SEC61A2,0.292675771
RMDN3,0.495238864
MRM3,0.612149485
FAIM,0.206492165
LINS1,0.222204265
SMG8,0.369610419
RNF220,0.154661487
RIF1,0.403475142
DZANK1,0.092788084
SLC25A36,0.820976896
VPS13D,0.898767997
RIC8B,0.887266568
NADSYN1,0.210738617
DNAJC17,0.428248384
PBRM1,0.898846802
EVA1B,0.852534296
CCDC198,0.555693465
RESF1,0.977626243
RPRD1A,0.256334798
APPL2,0.698777769
FAM86C1,0.351995822
PLEKHG6,0.883883249
MAP1S,0.48796455
GOLPH3L,0.579672314
ZNF532,0.955610043
SBNO1,0.749778625
ARL8B,0.654026719
DCUN1D2,0.852070931
SETD5,0.19195465
ATAD3A,0.134296239
BBS7,0.746526145
RCBTB1,0.189707286
P3H2,0.8817863
FANCI,0.348822625
NKAPD1,0.040381839
TMLHE,0.238576052
EXD2,0.334749884
MACO1,0.413579758
LRRC20,0.81937987
TRIM62,0.534544035
RAVER2,0.052211546
NAT10,0.858212343
LRRC1,0.923052358
PNMA8A,0.821939402
PANK4,0.337367887
USP40,0.099487682
MOB1A,0.79733701
SMU1,0.479557775
UBA6,0.304616639
SLC38A7,0.536053043
OGFOD1,0.380405991
STEAP3,0.91641978
SLC47A1,0.946783908
UQCC1,0.754839227
CCDC25,0.318419228
NEIL3,0.593613965
PACC1,0.087222093
YY1AP1,0.475419026
ELP2,0.077757423
PCMTD2,0.379139613
ASXL2,0.112154535
TYW1,0.009831695
TMEM39A,0.635521013
WDR41,0.767214992
ADI1,0.556428704
MRGBP,0.298016169
TMEM143,0.563163155
MAP11,0.781152006
TMEM19,0.956929369
ECHDC2,0.596698999
PSPC1,0.824581925
NUDT15,0.966122544
IMP3,0.665251976
PHF10,0.122749087
VPS53,0.787385575
PGM2,0.807177531
FGGY,0.445825066
QRSL1,0.419533643
ZNF654,0.964614726
CWF19L1,0.677513322
TMEM140,0.969936994
MCOLN3,0.879889863
UBE2W,0.363794413
RBM41,0.001100586
RHOT1,0.822744899
ACOXL,0.766507235
BRF2,0.493305183
PPP6R3,0.063243929
UEVLD,0.601329452
FBXW7,0.894243132
KLHL26,0.015719165
TBC1D19,0.906803141
CCDC91,0.652787429
RNF121,0.702902316
BRIX1,0.426278159
PI4K2B,0.574609141
GIMAP4,0.927188516
DDX19A,0.443428783
ZNF444,0.369597108
RFK,0.40686948
CPPED1,0.30629831
TMEM144,0.987252271
SLC29A3,0.874115826
RSAD1,0.519676207
AP5S1,0.941297176
TMA16,0.891296137
MIS18BP1,0.688483596
C5orf22,0.419062783
LARP6,0.511646903
ABCF3,0.699891197
UFSP2,0.557626013
AGPAT5,0.176439018
LIN7C,0.283299494
RNLS,0.42682623
MNS1,0.951954139
BLOC1S4,0.842175475
ACER3,0.721606076
DRAM1,0.355853435
SYNJ2BP,0.415371324
SLC39A9,0.234039682
NIPSNAP3B,0.408388173
FBXL8,0.9529504
SHFL,0.432961721
WDR33,0.419451179
GIMAP5,0.707083376
LSG1,0.280786663
STRBP,0.603535262
SLC35C1,0.256613017
PLCXD1,0.957213658
ZGRF1,0.924043953
TCP11L1,0.635876848
ABHD10,0.397832617
CHDH,0.891902297
COPRS,0.85588717
LAPTM4B,0.38962124
HJURP,0.748738319
SLC22A15,0.112608305
TBC1D2,0.724891067
PI4K2A,0.47015386
TMEM63B,0.978072308
IMPACT,0.399987622
LGR4,0.725821055
PIDD1,0.63597396
PPP4R1L,0.590717529
TMCO6,0.171762939
LRRC59,0.070298739
MCM10,0.892126906
NCBP3,0.155218825
ZNF331,0.601097666
GPALPP1,0.210810638
YOD1,0.761210203
AP1AR,0.715529941
STRADB,0.294324158
DHRS4-AS1,0.918472536
CSGALNACT2,0.567182945
DNAJA4,0.876451747
NDUFAF7,0.719982352
PARL,0.827114013
ETNK1,0.554493974
CHST12,0.954959706
HES6,0.242575178
TNFRSF19,0.942813363
NOP10,0.567149192
SLC35E3,0.608009434
BATF3,0.883081185
SMPD3,0.971778267
ELAC1,0.215903248
DHTKD1,0.906376543
FEM1A,0.02824259
PIP4P2,0.011075573
CDCA7L,0.973408487
IL17RB,0.428646107
RBM38,0.80991491
ZNF823,0.082418897
ENOSF1,0.143011722
PLXNA3,0.871144079
HAUS7,0.731066382
CDC42BPG,0.172626249
ZNF821,0.761368973
GALNT10,0.462308233
CNOT11,0.845550276
FOXRED1,0.757704822
CDV3,0.717968211
NAGK,0.576263158
SUPT20H,0.499298046
KIF27,0.13423925
UBE2Q1,0.503009279
MED29,0.171385072
BMP2K,0.593469277
VEZT,0.169692051
GOLGA2P5,0.352102072
OTUD5,0.616409476
ZCCHC8,0.259704519
RNPC3,0.973251744
DDX60,0.81606935
CDKN2AIP,0.210790894
TENT5A,0.817803479
CARMIL1,0.753167715
KIF21A,0.159823601
ANKRD10,0.261859016
ZNF280C,0.429753583
VPS50,0.298712964
OTUB1,0.676019859
MTMR8,0.811492064
KIF16B,0.699792734
PRR5,0.630351089
TASP1,0.796754821
DOCK10,0.12583778
STAP2,0.894137229
TRMT1,0.264245089
TTC27,0.310498758
THUMPD1,0.292819815
POMGNT1,0.888326118
ZDHHC7,0.603665274
AMBRA1,0.03526938
SMPD4,0.155545242
ZNF407,0.601587925
PNRC2,0.908645831
SLC39A4,0.434886483
LRRC40,0.149006829
G2E3,0.589407741
TBC1D22B,0.647943408
KRBOX4,0.06990579
DEPDC1,0.621206458
CHD7,0.82490813
SYBU,0.079085788
FLVCR2,0.473970516
BTBD2,0.913186409
OSGEP,0.993915887
LYAR,0.900826769
RAB20,0.830854089
PIGV,0.376299522
NHP2,0.888573673
SLC48A1,0.579604843
BCAS4,0.844133617
TMEM127,0.17165993
NLRP2,0.846462976
INTS8,0.070266979
ZNF692,0.12604419
RNF126,0.127520052
ZNF416,0.368925399
PRPF40A,0.264155683
DDX27,0.010153709
HIF1AN,0.239195682
ZNF446,0.221974311
CDC37L1,0.716983562
URGCP,0.475880388
NPLOC4,0.849551909
DENND4C,0.350699731
GPATCH2L,0.389838357
MFN1,0.050881333
PEX26,0.798441576
PPP4R3A,0.567517334
NBPF1,0.158465873
SLC30A6,0.094365206
IWS1,0.046419062
RUFY2,0.220021411
SCYL2,0.898994545
KANSL3,0.868673664
RABL6,0.751850819
MREG,0.464547711
TRMU,0.270573284
YEATS2,0.337750062
PACS1,0.301934699
FRMD4A,0.563589044
LUC7L,0.746450888
KDM4D,0.784677536
NSUN5,0.934946192
RBM22,0.449934735
VAC14,0.467985068
IARS2,0.059786036
MAP7D1,0.041127653
YJU2,0.852549971
POLR3B,0.593670594
CCDC88A,0.842585974
IPO9,0.891021457
NDC1,0.372321884
NECAP2,0.638445435
KBTBD4,0.299210678
FAR2,0.33419128
ZNF334,0.418781764
TENM3,0.698422501
DOK4,0.346154946
LMBR1L,0.899845779
WDR11,0.436061852
POLR3E,0.124229877
SLF2,0.102716272
TSR1,0.312070579
IQCC,0.08392357
CEP72,0.531752812
ASF1B,0.816679499
INTS13,0.080927089
BTBD7,0.579873814
N4BP2,0.556010072
ATF7IP,0.347255119
FAM222B,0.363216038
C1orf112,0.334160843
HHAT,0.402955817
ZFP64,0.244891012
DNAJC11,0.730813296
VPS35,0.458937746
ARFGAP1,0.184329096
NAXD,0.106851018
EDEM2,0.78521231
CHFR,0.824186179
COA1,0.976233817
AP5M1,0.783957412
NUP133,0.382781597
CNDP2,0.264295452
CCAR1,0.103723039
AGK,0.296040873
TMEM184C,0.173876379
SEPTIN11,0.533980134
OGDHL,0.919978763
TMEM30A,0.726977048
CDK5RAP2,0.352135486
INTS9,0.880580488
UGGT2,0.12765848
RCOR3,0.684033269
WDR12,0.319914008
DHX32,0.858650585
TTC17,0.773699531
ZNF701,0.296063672
EXOC1,0.003073722
IFT122,0.532388102
INAVA,0.684856094
H2AJ,0.540264075
NGLY1,0.775173482
ZNF83,0.427634975
EXOC2,0.434434004
PRR11,0.720251584
TBC1D23,0.358552557
TDP1,0.992298739
SAYSD1,0.385435445
MBD5,0.094630958
ZNF839,0.571226693
CFAP44,0.850890712
ERMARD,0.197677285
RIOK2,0.056738883
CMTR2,0.973864284
MCTP2,0.305272
FGD6,0.561211062
TXLNG,0.918098553
LMBRD1,0.992949246
DEPDC1B,0.132712068
CSGALNACT1,0.771764956
LRIF1,0.452112632
MINDY1,0.640239408
DDX28,0.785431406
PCID2,0.436559332
MBNL3,0.901841125
METTL2B,0.241137379
DCP1A,0.815507944
ADAP2,0.442293962
LRP2BP,0.098513507
TRERF1,0.83858879
FOXJ2,0.803764652
SPATA7,0.839930343
UTP6,0.196369945
BDP1,0.063992217
TSNAXIP1,0.959058049
KDM3A,0.390207994
RNF130,0.74195657
VPS11,0.612655447
PAG1,0.162784551
PECR,0.715997973
DCAF6,0.291712393
SELENOS,0.825001559
GLT8D1,0.677329004
EMC3,0.407095233
CAND1,0.324716415
UBAP2,0.380670541
CENPJ,0.782862174
EAPP,0.336564073
CENPN,0.93559705
EAF2,0.975655595
WWC3,0.402000061
ARHGAP15,0.227242751
PPP2R2D,0.119078747
BRK1,0.342586764
ITFG2,0.859716828
CISD1,0.351846557
PLGRKT,0.346213434
USE1,0.496289295
PSENEN,0.426108921
TEX2,0.892482592
ZC3H15,0.250468772
DENND10P1,0.595253935
ACOT13,0.103265001
KIZ,0.602874736
TMEM165,0.282073678
ACTR10,0.152005411
DBNDD2,0.306726417
ECHDC1,0.784893157
TMEM126B,0.598334708
HDAC8,0.408314314
ASH1L,0.747774061
CBWD1,0.104758523
PBK,0.217757092
GSDMB,0.595361846
WSB2,0.265081927
LMO3,0.591072772
ZKSCAN7,0.536792225
GPRC5C,0.825265158
MYNN,0.310302691
ZNF395,0.412818318
UNC45A,0.373092957
ZNF302,0.064290929
ACSS2,0.400443569
KMT2E,0.123978375
RNF114,0.32310319
ZC4H2,0.563585631
CMAS,0.449016175
BIN3,0.634344928
APOBR,0.283717815
ERBIN,0.40371171
LANCL2,0.9100555
NXT2,0.554195229
CTTNBP2NL,0.527229907
RCC2,0.112240708
NKRF,0.359236208
INKA2,0.094604253
DMAP1,0.325004634
MYO5C,0.5697389
APOM,0.342275738
ZMAT5,0.508792558
LIN37,0.009148925
KLHL9,0.334154122
SULF2,0.833664986
SEPTIN3,0.371010998
NDUFA12,0.809040417
NSFL1C,0.502127035
RAB5IF,0.469917182
GNG12,0.492862738
BAIAP2L1,0.371428958
SLC25A40,0.996978181
BCAP29,0.151671717
SLC50A1,0.847734133
KLHL7,0.212975127
MYDGF,0.694430465
SMG9,0.039090508
ALG1,0.641148581
UBFD1,0.122929316
TMEM234,0.528352639
PCDHGB7,0.499481052
PCDHGB6,0.423677069
PCDHGB5,0.693938816
PCDHGB3,0.303227672
PCDHGB2,0.459967867
PCDHGA11,0.636403859
PCDHGA10,0.293274133
PCDHGA6,0.736045984
TEX15,0.98963057
TEX14,0.528277664
NSMCE3,0.554280827
TDRD1,0.206173077
ANKH,0.842209905
MOSPD1,0.049004031
MTFR1L,0.538048188
FAM214A,0.970253956
ZNF253,0.811778483
KIAA1217,0.8356289
YLPM1,0.351727761
CRTAM,0.698989473
RNF20,0.000827163
TMX4,0.717949615
MEPCE,0.067985467
CTNNBL1,0.037920948
C8orf44,0.548222853
GPCPD1,0.494343327
LRRC8A,0.579463007
CPXM1,0.91457687
KYAT3,0.726167754
WDR45B,0.622762149
BEX4,0.115752474
PARD3,0.833124736
METTL3,0.500902105
PPAN,0.16118105
LTB4R2,0.87923444
CTPS2,0.785761325
CCL28,0.874637245
