,p value
IGHV3-22,0.467856077
IGHV3-21,0.24624582
IGHV3-15,0.741088377
IGHV3-13,0.156301345
IGHV3-11,0.302538866
IGHV3-7,0.45555124
IGHV2-70,0.672331058
IGHV2-26,0.600524523
IGHV2-5,0.792753112
IGHV1-69,0.690195227
IGHV1-46,0.077759221
IGHV1-24,0.916987767
IGHV1-18,0.788836506
IGHV1-3,0.86460824
IGHV1-2,0.3605361
IGHJ6,0.924840243
IGHJ5,0.529517285
IGHJ4,0.981617079
IGHJ3P,0.379263897
IGHJ3,0.427876718
IGHJ2P,0.694279128
IGHJ2,0.968807949
IGHJ1P,0.327078647
IGHJ1,0.283963481
IGHD7-27,0.333010471
IGHD3-3,0.908559073
NKIRAS2,0.653067793
NKIRAS1,0.481618533
TRBJ2-3,0.870136903
TRBJ2-2P,0.715955893
TRBC2,0.61070901
TRAJ34,0.501538969
TRAJ32,0.25433018
TRAJ12,0.291724204
TRAJ11,0.531787184
TRAJ10,0.734902487
TRAC,0.364787984
IGLV10-54,0.946427427
IGLV8-61,0.195504642
IGLV7-46,0.485911281
IGLV6-57,0.780756845
IGLV4-69,0.247496764
IGLV3-27,0.503392513
IGLV3-25,0.962076549
IGLV3-21,0.877288203
IGLV3-19,0.541170793
IGLV3-10,0.619995379
IGLV3-9,0.013123138
IGLV3-1,0.946422471
IGLV2-23,0.458475093
IGLV2-14,0.328924281
IGLV2-11,0.989621086
IGLV2-8,0.579699383
IGLV1-51,0.252737923
IGLV1-50,0.410707491
IGLV1-47,0.594322318
IGLV1-44,0.806549152
IGLV1-40,0.380877573
IGLV1-36,0.450852015
IGLJ3,0.464903033
IGLJ2,0.647293646
IGLJ1,0.738113117
IGLC7,0.683378045
IGKV3D-20,0.200575132
IGKV3D-15,0.389279488
IGKV3D-11,0.477236471
IGKV2D-40,0.597591819
IGKV2D-30,0.389839817
IGKV2D-28,0.272521414
IGKV1D-39,0.921206607
IGKV1D-37,0.582748362
IGKV1D-33,0.395761752
IGKV1D-17,0.74588301
IGKV1D-16,0.795232786
IGKV1D-13,0.389012367
IGKV1D-12,0.897701545
IGKV1D-8,0.319495175
IGKV5-2,0.091302651
IGKV4-1,0.060244566
IGKV3-20,0.332118319
IGKV3-15,0.450227911
IGKV3-11,0.306174557
IGKV3-7,0.665970758
IGKV2-40,0.247971947
IGKV2-30,0.547097588
IGKV2-28,0.298701875
IGKV2-24,0.510449347
IGKV1-39,0.78207563
IGKV1-37,0.76553344
IGKV1-33,0.544396755
IGKV1-27,0.584257733
IGKV1-17,0.585018981
IGKV1-16,0.918997298
IGKV1-13,0.749930024
IGKV1-12,0.847413488
IGKV1-9,0.302921557
IGKV1-8,0.548756406
IGKV1-6,0.082764812
IGKJ5,0.69607055
IGKJ4,0.069219006
IGKJ3,0.119412953
IGKJ2,0.382057781
IGKJ1,0.787448853
CCDC22,0.372231486
DEXI,0.175749506
LAMTOR2,0.605594781
MRPS28,0.931589792
COA3,0.103739132
DCPS,0.135282646
OSTM1,0.934883319
GIT1,0.221113389
BZW2,0.990662541
C11orf54,0.111337782
AAMDC,0.695408372
SPCS1,0.856752711
MRPS18B,0.39441535
C19orf53,0.211767952
ACAD9,0.742249621
MRPL42,0.350500248
TMEM14A,0.505502034
IFT81,0.242943753
FLVCR1,0.161790646
RGCC,0.152577643
MCTS1,0.319935163
MAGEH1,0.769762207
NOB1,0.423468604
DBNL,0.577718423
NTMT1,0.92159021
ASTE1,0.20022741
COMMD5,0.282105154
HIPK2,0.789094419
MRPL13,0.276948755
SLC43A3,0.655652358
ATAD2,0.395324836
C16orf72,0.92173447
FAM156A,0.063587739
TMEM230,0.997148782
WDR91,0.422281898
ZCCHC4,0.353527938
ZC3H7A,0.216228127
ZBTB44,0.5344893
C1GALT1C1,0.794900646
SETD2,0.400979224
MRPL18,0.698076244
NDUFAF4,0.740280703
MED4,0.03478897
CCDC59,0.789995443
METTL5,0.324207135
CHMP4A,0.012850195
GTPBP8,0.337454501
PHPT1,0.385053984
BABAM1,0.755065948
THYN1,0.621358319
MRPL15,0.186183732
UBE2T,0.705548216
TIMM21,0.57187584
LINC00339,0.361605396
MRPL22,0.066664293
ORMDL2,0.347824047
CNIH4,0.806598297
RANGRF,0.730771751
COMMD9,0.95159707
TMEM208,0.957460431
SSU72,0.912829838
DROSHA,0.13394347
DNAJC15,0.738070653
CFAP20,0.296253892
NXT1,0.41798982
PYCARD,0.469687382
FHOD1,0.409724037
TBK1,0.031275905
SAP30BP,0.366637094
MYLIP,0.600613933
BRD7,0.929237942
CLEC2D,0.325753142
ANKRD11,0.559782229
CD274,0.336247578
RACGAP1,0.555046477
UHRF1,0.336302176
BLNK,0.901375219
USP25,0.330550464
TMOD3,0.798856281
ABT1,0.713974534
PARVB,0.584757315
NCAPH2,0.163905754
OLA1,0.314355244
UQCR10,0.789407041
ZDHHC8,0.257453324
VPREB3,0.778472802
REPIN1,0.270832103
SENP1,0.094532573
TFPT,0.976937941
UBN1,0.372199627
ALG5,0.29950654
ANAPC2,0.051939009
CNOT7,0.51181922
SNX8,0.549250341
SNX10,0.435029148
STRN4,0.237524857
GNL2,0.119766423
RBM15B,0.549887216
PSMC3IP,0.910682719
CPSF1,0.04514225
TRA2A,0.303483071
SAC3D1,0.526135057
FAM216A,0.868436773
CCDC106,0.115599466
EEF2K,0.195106662
SNX15,0.465216428
UBIAD1,0.645947483
HCFC2,0.719351118
SNX11,0.86666728
RMC1,0.942213104
PYCR2,0.686237822
NME7,0.037202051
HILPDA,0.256808925
EPN1,0.477305045
GMPPB,0.652499323
GMPPA,0.850470016
SEC61A1,0.863141185
TIMM22,0.963220671
ALG6,0.350944198
GPR132,0.64141566
SNX12,0.623970566
NENF,0.509433781
DSE,0.793926921
ANAPC4,0.429789267
SERTAD3,0.892683362
SERTAD1,0.662974022
DPP7,0.690255332
CERS2,0.460986878
NRBP1,0.048777901
MRM2,0.171495601
CDIP1,0.7743391
STRN3,0.49102539
PSAT1,0.672636046
MDFIC,0.42951734
UBQLN2,0.946890055
UBQLN1,0.245491757
DONSON,0.744969573
NRBF2,0.566117969
SLC39A3,0.436868104
SLC2A8,0.73227447
BAZ2B,0.149361283
NOP53,0.570009409
TNPO2,0.025537782
ERO1A,0.721717035
TBX21,0.627560147
SH3KBP1,0.63123772
ST6GALNAC6,0.293348391
CXXC1,0.134974869
NT5C,0.91228619
ZNRD1,0.94453062
DNTTIP2,0.040720829
SOCS7,0.314293617
EHD4,0.876161811
PIK3R4,0.629512695
TAX1BP3,0.866300477
STOML2,0.47071316
ZBTB21,0.184208662
WRAP73,0.177992239
RRM2B,0.994824643
SMARCAL1,0.112411568
MINK1,0.199101898
PODXL2,0.54425965
CHST11,0.787722926
IL21R,0.768892633
ITSN2,0.070552749
DEF6,0.165535607
CYHR1,0.584660238
GEMIN4,0.881675526
YBX1P1,0.467255244
PNPLA8,0.731390779
ARHGEF3,0.655617619
DCAF8,0.649519855
AK3,0.603872094
HP1BP3,0.711386464
HDGFL3,0.555514124
COPS7A,0.102339765
NSDHL,0.030862419
F11R,0.548483016
VILL,0.310908229
SNHG32,0.971798179
PARD6A,0.728308569
RNF141,0.54831241
TMED5,0.714438942
SLC35B3,0.774901914
MTERF3,0.658950954
TPRKB,0.661523898
MED31,0.117076544
COQ6,0.698676156
AMDHD2,0.07438304
SLC35C2,0.923116137
ASCC1,0.357606028
DERL2,0.723870862
EXOSC3,0.965337215
FAHD2A,0.182336008
PRELID3B,0.042391295
EXOSC1,0.941475666
TMED7,0.543703907
ISOC1,0.971005484
EMC9,0.78509397
RRP15,0.484216901
WASHC3,0.811668296
HDDC2,0.91015332
MRPS16,0.418157339
GLRX2,0.210526176
MRPS18C,0.403313615
FIS1,0.014317742
PAM16,0.408896093
GOLT1B,0.16211189
BOLA1,0.789703507
VPS36,0.386824561
DESI2,0.92862105
TVP23B,0.386287843
GLOD4,0.077352839
UBXN1,0.343289419
ZNF593,0.437486941
ZBTB7B,0.838495281
GMNN,0.174191645
LAP3,0.859406494
ZNF691,0.368891281
TXNDC12,0.361356749
TXNDC11,0.822454485
CALHM2,0.376941971
RPS27L,0.568136681
YARS2,0.306646632
NMD3,0.169463527
MRPL2,0.047412919
NOSIP,0.982236812
DERA,0.033223493
MEMO1,0.385844233
MRPL4,0.074829591
APIP,0.225436793
TMX2,0.56334811
CUTC,0.944519426
FCF1,0.460380113
THAP4,0.722929257
NDUFA13,0.161156722
MRPS7,0.521985177
POLR1D,0.519096678
CRYL1,0.096769497
SEPSECS,0.583399282
SIDT2,0.887163828
RRNAD1,0.908383444
ADIPOR1,0.13027206
TRNT1,0.524199149
UTP18,0.624663145
SCCPDH,0.53221256
IFT52,0.357930162
ABHD5,0.329197726
SH3GLB1,0.224405895
MECR,0.790050734
NDUFAF1,0.428153284
ABHD17B,0.219294296
PHF20L1,0.659019756
TFB1M,0.813238017
APH1A,0.911452514
METTL9,0.883088517
RDH11,0.239170064
LACTB2,0.532626546
KMT5B,0.294255559
TRAPPC12,0.92156863
RMDN1,0.772120994
MRPS2,0.118825289
COQ4,0.434635717
UTP11,0.479150526
SBDS,0.020400532
RPL26L1,0.432891576
COMMD2,0.132835293
ZNF706,0.864599717
IER3IP1,0.424211239
GOLGA7,0.630580921
NAA20,0.176082104
SAR1B,0.862608959
ASB3,0.529312056
PHF11,0.721696322
RLIM,0.521012338
KCTD3,0.944038867
CEP83,0.052450932
IRAK4,0.174337174
RNFT1,0.77885281
COPS4,0.160875438
INSIG2,0.428715142
CHCHD2,0.916962168
DYNC1LI1,0.802163185
HSD17B12,0.408402335
ING4,0.43498634
SDF4,0.993430727
MRTO4,0.934295935
JPT1,0.498270585
ZNF580,0.369249898
VPS28,0.914819958
DBR1,0.827798071
DCTN4,0.938322243
CYB5R4,0.504592045
HSD17B11,0.08896726
NAGPA,0.178124717
TUBE1,0.588815759
LEF1,0.62316232
PLEKHO1,0.5572108
DCXR,0.911638856
HSPA14,0.722758812
GPN3,0.076548051
CRBN,0.981582552
RSL24D1,0.717758949
SS18L2,0.588730099
HERC5,0.842278592
CKLF,0.911565392
ZNF639,0.294796601
IPO11,0.945220289
NIN,0.829852025
ZDHHC2,0.388762696
DDX47,0.070095959
NUSAP1,0.349857871
TACO1,0.086122786
GLRX5,0.328232325
ABI3,0.851817315
PIGP,0.798901599
GLTP,0.312244025
PHF20,0.129425896
VRK3,0.60450791
CRIM1,0.508775111
EMC4,0.738814303
HGH1,0.365107041
MZB1,0.452398426
ANKRD39,0.335246845
COX16,0.69948727
CCDC174,0.07834479
SHISA5,0.341836723
PAIP2,0.541806617
PDZD11,0.086622274
TMEM69,0.867159923
MTRES1,0.158810799
NT5C3A,0.801487316
MRPL37,0.101020609
RNF181,0.60638744
TBC1D7,0.158863098
MARCHF2,0.282552255
MRPL51,0.136891665
TMEM216,0.669319685
PBDC1,0.001737088
MRPL30,0.245818179
MRPL27,0.831332143
UBAP1,0.079814081
BET1L,0.083310825
KLF3,0.323440553
MAPKAPK5-AS1,0.695915103
IER5,0.780133236
C1RL,0.516275965
GOLM1,0.213139563
ANKMY1,0.674708248
SCAND1,0.410216022
BFAR,0.076299421
TLR7,0.321562429
CEND1,0.256116725
COA4,0.820786356
ERGIC2,0.464400291
GMIP,0.463510955
GMPR2,0.518529244
CD320,0.310067218
ECSIT,0.909641722
SLC15A3,0.746318377
TIMMDC1,0.519146939
FKBP11,0.892400097
ZDHHC3,0.179026628
FAM13B,0.453996442
FAM53C,0.191119411
KRCC1,0.031717287
PLAC8,0.963962134
PHF21A,0.309355659
MRPL35,0.528208112
RSRC1,0.50863211
MEX3C,0.231995361
AMZ2,0.1805626
WAC,0.633365567
SPG21,0.69072172
ARL17A,0.481624542
ARL6IP4,0.142718418
NGRN,0.149970533
THEM6,0.043328219
DACT1,0.958067614
CRNKL1,0.184319268
ZBTB7A,0.640573341
FZR1,0.162232243
TAOK3,0.918948228
HOOK1,0.279509386
CDC40,0.538596786
PLA1A,0.661575848
UBR5,0.789235216
POP5,0.557974806
TEX264,0.474381789
POMP,0.275482836
TMA7,0.642859145
MRPS17,0.30189742
ATRAID,0.306802889
UCHL5,0.742223954
CRLF3,0.173513738
ATP6V1D,0.56412252
ZNF589,0.370849347
EIF3L,0.173856239
NIP7,0.377571443
RWDD1,0.791417751
AIG1,0.550805265
TRPV2,0.090822396
COMMD10,0.665469175
WDR83OS,0.182043738
TRAPPC4,0.791709636
PPME1,0.305769796
NOL7,0.220593276
BIN2,0.854952048
PRKAG2,0.403268848
POLK,0.555412973
ZNF107,0.550650874
DDX41,0.23011654
SNX9,0.117549261
SUCO,0.474517703
ANAPC5,0.252852708
ANAPC7,0.325775103
YTHDF2,0.438634169
RNF138,0.092624979
IP6K2,0.749397185
LCMT1,0.922295058
REV1,0.117917692
SFMBT1,0.805463178
GPR89B,0.991676262
UBE2J1,0.449865798
EVL,0.277253897
LIMA1,0.129861654
HSD17B7,0.686850315
ANKFY1,0.055459885
SPOUT1,0.142243041
NOP16,0.708441425
RTCB,0.235373544
HACD3,0.93959497
CTDSPL2,0.442398368
NELFCD,0.746582851
TRIAP1,0.444688954
HIKESHI,0.059999498
CWC15,0.825904731
TRMT112,0.536826843
UFC1,0.264143424
RTF2,0.252798268
CHMP5,0.76581184
GTSE1,0.280113312
ETV7,0.861171159
DTL,0.979570685
NCKIPSD,0.58331206
LARS1,0.037887831
TMEM14C,0.145008005
CXXC5,0.233200746
TMEM138,0.204765608
OSER1,0.089793973
GSKIP,0.392941272
JKAMP,0.287649408
ANAPC11,0.670669102
ZC3HC1,0.393796094
TRMO,0.159546818
VTA1,0.54081932
PPHLN1,0.598061007
MTFP1,0.241884537
ZCCHC17,0.186615171
SCLY,0.800845232
VPS54,0.96246153
ZNF581,0.237037666
SIRT7,0.143881951
SIRT6,0.139501776
CINP,0.454869226
RAB14,0.39770998
NT5DC3,0.694639143
MBIP,0.839341568
HDAC7,0.525606043
ARMCX3,0.368012922
TDP2,0.052432709
UFM1,0.735700118
FAM49B,0.884701301
GDE1,0.090793382
LARP7,0.01683872
ESF1,0.084487565
AZIN1,0.933283163
PCF11,0.05368182
MED15,0.443672054
PIAS4,0.148896101
TRIM33,0.737573327
SRRT,0.355072523
NBAS,0.156965835
CUTA,0.703017396
LSR,0.008638385
LIPT1,0.85665284
NOP58,0.147282911
EEF1AKNMT,0.386500609
PIGT,0.968320487
TRMT6,0.868963142
ATP6V1H,0.898632029
GET4,0.009115184
DPH5,0.124310907
ERGIC3,0.762260445
TAF9B,0.632315258
UBE2D4,0.294525117
KLF13,0.193858959
CCZ1,0.822575395
DYNC2LI1,0.395265194
SLC25A39,0.939666878
LUC7L2,0.291389888
OTUD6B,0.959185998
RBMX2,0.609239455
DHRS7,0.099052757
RTRAF,0.489093146
SF3B6,0.970222213
MRPL48,0.121415427
TMBIM4,0.70790474
PPIL1,0.392213898
YPEL5,0.550394826
CIAO2B,0.563974824
MRPS23,0.709473928
MRPS33,0.070586664
PTRH2,0.716673763
CHMP3,0.261207125
CDK5RAP1,0.440364778
STYXL1,0.086532348
GINS2,0.954554302
MPC1,0.784521485
ZFR,0.248423225
ASB1,0.183689287
NUB1,0.577433178
HSPB11,0.682354086
SARAF,0.475158959
ASB2,0.231618409
MPP6,0.041757333
LSM7,0.990478615
LSM8,0.753344754
CPSF3,0.06659387
TRAPPC2L,0.75602942
VPS29,0.093950518
CYB5R2,0.355599952
NLK,0.11887442
ACSL5,0.956295904
CYB5R1,0.064577836
ZNF44,0.501766138
SELENOT,0.780501953
CAB39,0.611672452
UIMC1,0.849531607
DNAJB11,0.260779538
CMPK1,0.828521044
POLR3K,0.949610109
WBP11,0.284936352
MSRB1,0.78441061
RAPGEF6,0.885061904
WWOX,0.86601455
ARID4B,0.071026144
LUC7L3,0.991259195
RTEL1,0.034729348
ERAP1,0.863714922
CDK12,0.498886764
C9orf78,0.50572821
RAB8B,0.669499994
INPP5K,0.305551811
STK26,0.313810982
TM7SF3,0.388036331
RSF1,0.117408751
MAP3K20,0.027337585
KDM3B,0.879339944
COQ3,0.20605433
TUBA8,0.703628629
PHAX,0.247861435
GALNT7,0.793349574
ADA2,0.51626004
BCL11A,0.222850418
BTBD1,0.107803275
SPA17,0.097151051
NUDT9,0.104553522
CHIC1,0.105927749
ZFYVE1,0.534278634
NUP54,0.034788918
TPCN1,0.25587421
STX18,0.350225928
MBD3,0.042945439
PTOV1,0.672406176
FXYD5,0.447006046
C11orf24,0.895170464
TRIM34,0.594901517
RAB4B,0.357155962
RAB24,0.718470845
PELO,0.010164455
PPIL3,0.356376914
CSNK1G1,0.642130137
A4GALT,0.959738273
CPSF2,0.169281488
BRWD1,0.592542314
SLC37A1,0.925107238
C21orf58,0.342844891
YBEY,0.06997669
SMIM11A,0.651767477
MIS18A,0.542024014
LINC00158,0.421146343
SETD4,0.622077764
CLIC6,0.841117468
GSAP,0.14381604
POLE3,0.46326562
CHRAC1,0.197307809
H2BS1,0.859911244
MRPL39,0.245150612
C21orf91,0.852461009
DCUN1D1,0.452398064
NANS,0.680107492
CYCS,0.254254381
GNG2,0.549727956
GDAP1,0.890854539
DPM3,0.866079478
TERF2IP,0.198198009
SLC38A2,0.285199406
DNAJC10,0.313102604
YIPF1,0.841147236
GAR1,0.51730112
SSH1,0.097660279
SH3TC1,0.485163503
GFOD1,0.045177715
RBM27,0.57154272
SASH3,0.272066596
STAG3L1,0.471445827
KCTD5,0.506462008
ANLN,0.938941747
ATAD2B,0.908657764
FBXO42,0.878605891
PRR13,0.813664419
MRPS21,0.782210872
FBXW5,0.100836608
CCSER2,0.787649006
XRN1,0.870175246
ETAA1,0.499943958
ANKIB1,0.641274367
MIOS,0.05132514
ZFAND6,0.502831549
ARMCX6,0.182904834
MIEF1,0.667498102
TOLLIP,0.350692281
NLE1,0.150442617
RNF216,0.052221868
PIMREG,0.882269966
CHPF2,0.906369298
TRMT13,0.287939526
DGCR8,0.824354534
TMX3,0.809942211
PRMT7,0.931211259
HEATR5B,0.359147978
TMCO1,0.931462587
RBM47,0.276992438
ZDHHC13,0.973380904
DHX29,0.395162771
RHOF,0.494430374
EXOSC4,0.335059967
MTRF1L,0.735244121
PUS7,0.943700323
APBB1IP,0.598967423
CCDC93,0.070363397
WDR44,0.402428846
ASNSD1,0.459280063
MIER2,0.994238525
MRPL50,0.167535189
CCHCR1,0.562923957
EXOC6,0.5699698
SHLD2,0.299016661
NDUFB11,0.455947483
FAM193B,0.117095632
DDIT4,0.156854021
RC3H2,0.910932064
TOMM7,0.1886648
MTMR12,0.455566151
GNL3L,0.841519854
DDX49,0.320585009
ING3,0.359478453
EGLN1,0.202690789
NDFIP2,0.472021537
DDX56,0.700110659
INO80,0.859282662
FBXL19,0.366087134
PAF1,0.207286258
PARP14,0.936873308
TBC1D13,0.145052339
WDR74,0.648515005
RSBN1,0.750015217
CRLS1,0.359745723
GTPBP2,0.911878929
CROT,0.237434993
ZNHIT6,0.132023871
P4HTM,0.589893429
RRN3,0.830553402
PDP1,0.663192676
GPN2,0.155804078
MARCHF5,0.839668652
OTUD4,0.985675499
TMED9,0.632780515
SLC35F2,0.149736077
MPHOSPH8,0.003932155
XAF1,0.603978076
LEPROT,0.338231136
EPDR1,0.925123004
KLHDC4,0.639421929
ZRANB1,0.625899042
TRIM44,0.327872112
PPP1R12C,0.214953586
RNF111,0.996859903
NSMCE4A,0.417036453
ALKBH4,0.760170428
BORCS6,0.926268423
DNAJB12,0.332784493
TET2,0.671129491
KCTD9,0.167476096
MED18,0.223804429
HAUS6,0.446570738
TRIT1,0.981879355
ZNF586,0.597645036
DYM,0.968435602
SAMD9,0.794258642
ZNF562,0.435225225
AFTPH,0.082008123
QPCTL,0.123687605
GATAD2A,0.160989544
ZNF280D,0.373400874
ZCCHC10,0.841161985
NDE1,0.611211282
ERCC6L,0.912250985
TRPM7,0.035119444
BCAS3,0.152199049
VPS13C,0.081423682
GDAP2,0.717665255
WBP1L,0.640824259
APTX,0.056831883
BIVM,0.897956976
MFSD6,0.341889766
SIDT1,0.704908911
DEF8,0.830937199
FBXL12,0.922277591
ANKRD49,0.410190402
WDR55,0.298375906
TENT5C,0.8604317
GON4L,0.635765946
PGPEP1,0.116580545
ELP6,0.886454849
SNRK,0.470416351
CC2D1A,0.031113242
TOR4A,0.023573728
GPATCH4,0.006786485
TMEM214,0.682531976
TMEM104,0.401341457
QRICH1,0.362670593
PIGG,0.902071485
DCAF16,0.516390671
ZCCHC2,0.910649554
DPP8,0.799170985
BCOR,0.792051108
TEX10,0.222349131
ANKHD1,0.761424245
CWC25,0.179794938
RETSAT,0.233594163
UHRF1BP1,0.406183535
NSUN2,0.688423843
ALKBH5,0.003067282
NCAPG2,0.525180474
MTMR10,0.168753098
SLC66A1,0.245544056
PXK,0.589559696
LAX1,0.061332427
CDKAL1,0.173414858
TTC19,0.124535899
MKS1,0.299536185
NSD3,0.761485931
TASOR2,0.673409286
SPDL1,0.812810511
SEMA4C,0.881770008
RPP25,0.75979666
FOCAD,0.142992134
YTHDF1,0.046161795
TMEM260,0.52014935
CMTM6,0.509374985
DNAAF5,0.146925659
DUS2,0.005799969
CHTF8,0.466485202
LIME1,0.420747405
ZSCAN32,0.391831254
UBE2R2,0.518691018
CHCHD3,0.963607211
IMPAD1,0.078269712
TMEM161A,0.756262096
HAUS4,0.515168973
TRMT10C,0.350630897
KANSL2,0.987180741
DUSP23,0.39333811
ADPRHL2,0.231970867
SARS2,0.261247077
COMMD4,0.349661253
OCIAD1,0.525912761
ABITRAM,0.997976193
SLC41A3,0.908423703
MRPL16,0.552675503
SDHAF2,0.527834042
COMMD8,0.792272955
TRNAU1AP,0.890910462
ODR4,0.063366111
C1orf109,0.393559734
PARP16,0.927075067
TXNL4B,0.012527052
TMEM160,0.849159936
GEMIN8,0.671489797
TIPIN,0.728627724
UCKL1,0.186607479
PIGX,0.469567039
TMEM70,0.1016839
HPF1,0.937438003
TTC12,0.460296219
BANP,0.681939039
INTS11,0.408601227
THG1L,0.298118425
C20orf27,0.284806204
SLC25A38,0.758839588
SLC35F6,0.678912097
C2orf42,0.015362226
NMRK1,0.821250635
CLN6,0.094396646
PINX1,0.521215819
HCFC1R1,0.433688516
CZIB,0.768957053
ZNF770,0.512639352
C1orf159,0.097886564
ZSCAN2,0.527302808
GID8,0.959009042
OXSM,0.374138365
TESC,0.434265073
AURKAIP1,0.293448999
TUG1,0.324534681
TMCO3,0.080397442
PAK1IP1,0.411935373
LAMTOR1,0.899409167
RMND1,0.537766814
TRMT61B,0.10969601
FAM118A,0.941299187
HERC6,0.427350653
FAM174C,0.127401478
PARPBP,0.355638805
PIH1D1,0.683850531
PPP2R3C,0.644440974
MCUB,0.404274092
STX17,0.758375111
PRPF39,0.498951735
C14orf119,0.417215012
TTC38,0.424877465
PHIP,0.145345855
BANK1,0.118195797
HEATR3,0.656605764
C17orf80,0.13785174
FBXO34,0.925394354
USP47,0.035061812
SLC35A5,0.400854896
NOL8,0.211170406
PTCD3,0.998832937
CDCA4,0.190665202
TRMT12,0.677794323
PLEKHB2,0.897196493
VPS37C,0.192615984
REX1BD,0.145356004
MRPL20,0.594317003
ATG16L1,0.237397551
ZWILCH,0.575399217
WIPI1,0.727507968
PDPR,0.130003611
TMEM248,0.357037062
C9orf40,0.250665056
RNF31,0.205441349
LRRC37A4P,0.519671246
OXR1,0.451824038
TAPBPL,0.324496534
IFT57,0.760800581
ARGLU1,0.043736319
RADX,0.895549395
CCDC186,0.224624521
MED9,0.144421397
WDYHV1,0.518076651
GPATCH1,0.197431769
SAMD4B,0.582026393
WDR70,0.03967098
DMAC2,0.674264353
ATG2B,0.480667954
RALGPS2,0.415955905
GPATCH2,0.935899152
SLFN12,0.696991495
BSDC1,0.89921308
AGGF1,0.988977966
MAGOHB,0.196543288
PLEKHJ1,0.161498027
ARHGAP17,0.948139481
TMEM39B,0.654609032
PRPF38B,0.051759569
FANCL,0.238075212
AKIRIN2,0.306915654
CEP192,0.562397199
HEATR1,0.474853618
TRIM68,0.657000839
ANO10,0.856333139
RBM28,0.114977045
LARP1B,0.6789505
SRBD1,0.019894144
WRAP53,0.558724563
ANKZF1,0.026176827
ELP3,0.833806897
HAUS2,0.609046056
CDCA8,0.548035835
LRRC8D,0.980699395
THAP1,0.519583559
ZDHHC4,0.886457715
RBM23,0.564216628
UBR7,0.234363809
MTPAP,0.855518964
TMEM38B,0.960737327
DALRD3,0.819977006
SDAD1,0.839052584
MSTO1,0.61874342
ARMC1,0.707652788
DARS2,0.581711417
RFWD3,0.585029184
TMEM33,0.145280906
PNPO,0.593474409
SHQ1,0.627235197
CEP55,0.839871894
CENPQ,0.626452808
MSL2,0.052463035
MRPS18A,0.095093283
PRMT6,0.530611943
TBCCD1,0.946886679
DNAAF2,0.669416137
MRPS10,0.570729617
INTS10,0.833035836
KLHL11,0.580700597
RMDN3,0.564501286
MRM3,0.657394849
FAIM,0.250833527
LINS1,0.146031379
SMG8,0.324320572
RNF220,0.217996173
RIF1,0.529661761
SLC25A36,0.612228419
VPS13D,0.500726197
NADSYN1,0.232414069
DNAJC17,0.425938098
PBRM1,0.843639614
CCDC198,0.885162371
RESF1,0.930795732
RPRD1A,0.198879745
FAM86C1,0.277808761
MAP1S,0.472911836
GOLPH3L,0.478988028
SBNO1,0.752714959
ARL8B,0.715990703
SETD5,0.151885544
ATAD3A,0.14851771
BBS7,0.682486948
RCBTB1,0.135519666
P3H2,0.862642588
FANCI,0.263538974
NKAPD1,0.017481471
MACO1,0.378770104
LRRC20,0.847817538
NAT10,0.879693627
PANK4,0.400096416
USP40,0.118525595
MOB1A,0.965612469
SMU1,0.429536954
UBA6,0.291740742
OGFOD1,0.461574076
STEAP3,0.868956105
UQCC1,0.594578501
CCDC25,0.325164929
NEIL3,0.582399602
PACC1,0.079438956
YY1AP1,0.800859548
ELP2,0.074865667
PCMTD2,0.36230166
TYW1,0.009655656
TMEM39A,0.618267608
WDR41,0.734476874
ADI1,0.496399673
MRGBP,0.268202265
MAP11,0.539034878
TMEM19,0.998994754
PSPC1,0.830182853
NUDT15,0.829368136
IMP3,0.706184508
PHF10,0.183353114
PGM2,0.863809024
FGGY,0.779426534
QRSL1,0.456521391
ZNF654,0.953831869
CWF19L1,0.834106971
TMEM140,0.50940841
UBE2W,0.160848718
RBM41,0.018151708
RHOT1,0.63933844
BRF2,0.459210484
PPP6R3,0.060286851
UEVLD,0.637842663
FBXW7,0.859418102
CCDC91,0.585285447
RNF121,0.547483853
BRIX1,0.483030827
PI4K2B,0.619791243
DDX19A,0.584273993
ZNF444,0.503109753
RFK,0.636830652
RSAD1,0.524643296
AP5S1,0.358306581
TMA16,0.81853787
MIS18BP1,0.691695617
C5orf22,0.310601482
ABCF3,0.730779432
UFSP2,0.641503931
AGPAT5,0.165685756
LIN7C,0.235686337
BLOC1S4,0.910912328
DRAM1,0.382211011
SYNJ2BP,0.491892354
SLC39A9,0.242755183
SHFL,0.569946437
WDR33,0.27724556
GIMAP5,0.948394635
LSG1,0.430381606
STRBP,0.607728565
PLCXD1,0.642058671
ZGRF1,0.937712333
TCP11L1,0.539916883
ABHD10,0.406473227
CHDH,0.715788756
COPRS,0.736227876
LAPTM4B,0.386073825
HJURP,0.65800008
PI4K2A,0.509354377
TMEM63B,0.899037937
PIDD1,0.534819736
TMCO6,0.245147135
LRRC59,0.070299671
MCM10,0.872779434
NCBP3,0.455171141
GPALPP1,0.286430698
YOD1,0.707040565
AP1AR,0.857553141
STRADB,0.23181561
DHRS4-AS1,0.7953536
CSGALNACT2,0.666793504
NDUFAF7,0.510079153
PARL,0.779649491
ETNK1,0.529716977
TNFRSF19,0.816284122
NOP10,0.706263484
BATF3,0.995824346
ELAC1,0.152697853
DHTKD1,0.910480606
