,p value
TACO1,0.536739753
ACP6,0.243618612
RAB9B,0.103626232
GLRX5,0.556597262
ZNF219,0.142622899
ABI3,0.807454744
COPZ2,0.310308142
PIGP,0.730215128
GLTP,0.495772428
PHF20,0.255438509
VRK3,0.652893674
CRIM1,0.707669375
EMC4,0.732407114
HGH1,0.669236061
MZB1,0.652926975
ANKRD39,0.642319141
COX16,0.76448664
CCDC174,0.14136628
SHISA5,0.446415548
PAIP2,0.546469656
PDZD11,0.179658425
TMEM69,0.969258432
MTRES1,0.142103146
NT5C3A,0.760618205
MRPL37,0.55332855
RNF181,0.533084091
TBC1D7,0.293969303
MARCHF2,0.11702217
MRPL51,0.338321813
TMEM216,0.495051045
PBDC1,0.009583371
MRPL30,0.721901664
MRPL27,0.809773373
CDKL3,0.45305487
UBAP1,0.562883932
BET1L,0.103391949
KLF3,0.230153037
MAPKAPK5-AS1,0.827203237
ZNF571,0.611595158
DNAJC27,0.467587618
IER5,0.865014297
C1RL,0.917309531
GOLM1,0.424277769
ANKMY1,0.597273431
SCAND1,0.570209989
BFAR,0.239529699
TLR7,0.353599934
CEND1,0.170098365
COA4,0.811095393
ERGIC2,0.84938776
GMIP,0.674507076
GMPR2,0.624448983
CD320,0.508458049
ECSIT,0.842285537
SLC15A3,0.81826465
NRN1,0.344893423
TIMMDC1,0.624562528
GCNT4,0.116210486
FKBP11,0.974154575
ZDHHC3,0.757513556
FAM13B,0.394446075
FAM53C,0.688140366
REEP2,0.616109668
ARMCX1,0.147337605
SLC25A37,0.502893157
NME8,0.647977404
KRCC1,0.028637232
PLAC8,0.723939197
PHF21A,0.072476912
MRPL35,0.591736572
RSRC1,0.630636072
MEX3C,0.615203316
AMZ2,0.627333812
WAC,0.983664272
SPG21,0.99585667
ARL17A,0.478338553
ARL6IP4,0.639183496
SPTBN5,0.44993255
ZNF771,0.504642977
NGRN,0.575531094
THEM6,0.208420107
DACT1,0.630067742
CRNKL1,0.233345383
ZBTB7A,0.880489876
FZR1,0.552613254
TAOK3,0.808670681
ZNF117,0.505009616
MBTPS2,0.294600476
HOOK1,0.655876863
CDC40,0.557732285
CHST15,0.329250135
PLA1A,0.558578743
UBR5,0.753033654
POP5,0.790672265
TEX264,0.767113918
POMP,0.398066614
TMA7,0.931777814
MRPS17,0.677276454
ATRAID,0.377599329
SNX7,0.350981748
UCHL5,0.975133763
CRLF3,0.472024136
CSAD,0.667764909
ATP6V1D,0.5885077
ZNF589,0.537406724
EIF3L,0.206418945
NIP7,0.566391771
RWDD1,0.690215335
AIG1,0.309880922
TRPV2,0.101876536
COMMD10,0.590672373
WDR83OS,0.435452521
TRAPPC4,0.719977304
PPME1,0.380288505
NOL7,0.553357807
HEMK1,0.581883765
BIN2,0.925258639
PRKAG2,0.620182165
POLK,0.453910375
ZNF107,0.811210224
DDX41,0.650313337
SNX9,0.053335899
SUCO,0.468708474
ANAPC5,0.836786574
ANAPC7,0.441993715
FAM8A1,0.533055246
HPCAL4,0.332867826
YTHDF2,0.659109342
RNF138,0.250039816
IP6K2,0.773577384
PCYOX1,0.191550832
LCMT1,0.766111574
REV1,0.206260846
SFMBT1,0.657802032
GPR89B,0.802923851
UBE2J1,0.473170073
EVL,0.452717369
LIMA1,0.159587053
ISYNA1,0.834161978
HSD17B7,0.589893603
ANKFY1,0.502899699
SPOUT1,0.585621179
NOP16,0.883491633
RTCB,0.460079132
HACD3,0.995394466
CTDSPL2,0.8081471
NELFCD,0.777787708
TRIAP1,0.486341593
HIKESHI,0.131964079
CWC15,0.794031633
TRMT112,0.778203647
UFC1,0.430705673
RTF2,0.316558906
CHMP5,0.880495587
GTSE1,0.48759162
ETV7,0.660993047
DTL,0.924117298
NCKIPSD,0.77671035
LARS1,0.152133711
TMEM14C,0.211246888
CXXC5,0.282651203
TMEM138,0.203790963
OSER1,0.197372344
GSKIP,0.404555599
JKAMP,0.693976014
ANAPC11,0.928727639
ZC3HC1,0.522457841
TRMO,0.576497723
PHF7,0.968669834
VTA1,0.817182111
PPHLN1,0.737828207
MTFP1,0.559626536
ZCCHC17,0.365213537
SCLY,0.764989025
VPS54,0.716595356
ZNF581,0.39443885
SIRT7,0.49742687
SIRT6,0.501304905
CINP,0.512011083
RAB14,0.799960143
PEX5L,0.98104817
NT5DC3,0.904465077
IL23A,0.681887834
MBIP,0.856041087
HDAC7,0.501052451
ARMCX3,0.343493667
TDP2,0.23400475
UFM1,0.709916561
FAM49B,0.96583534
GDE1,0.264464738
LARP7,0.035178127
ESF1,0.12666694
AZIN1,0.888045731
PCF11,0.137522144
MED15,0.481259787
PIAS4,0.615998149
TRIM33,0.951614024
SRRT,0.773509849
NBAS,0.277934525
CUTA,0.831082151
LSR,0.029778348
LIPT1,0.606703243
NOP58,0.247182451
EEF1AKNMT,0.498505539
PIGT,0.881932899
TRMT6,0.997484902
ATP6V1H,0.804624864
GET4,0.219757868
DPH5,0.243923692
ERGIC3,0.876594472
TAF9B,0.532864026
UBE2D4,0.220843191
KLF13,0.3523374
CCZ1,0.792014782
DYNC2LI1,0.255729313
SLC25A39,0.991509221
LUC7L2,0.405793717
OTUD6B,0.913185127
RBMX2,0.600859268
DHRS7,0.112439855
RTRAF,0.660502441
SF3B6,0.909743834
MRPL48,0.161920223
TMBIM4,0.60334008
PPIL1,0.571595942
YPEL5,0.423367095
CIAO2B,0.954318492
MRPS23,0.707759672
MRPS33,0.14238707
PTRH2,0.317738459
CHMP3,0.311116499
CDK5RAP1,0.836225457
STYXL1,0.137029737
GINS2,0.912910676
MPC1,0.836447164
FKBP7,0.297624166
ZFR,0.39388573
ASB1,0.856552984
NUB1,0.731823674
HSPB11,0.957160749
SARAF,0.467455755
ASB2,0.210309673
MPP6,0.063830988
SUFU,0.337015963
LSM7,0.883371292
LSM8,0.501258061
CPSF3,0.293286398
TRAPPC2L,0.75404162
HECA,0.995231879
VPS29,0.255550048
CYB5R2,0.291003985
NLK,0.419427644
ACSL5,0.812110303
CYB5R1,0.067126661
ZNF44,0.277716158
SELENOT,0.869328584
RAB23,0.747255637
CAB39,0.864366205
UIMC1,0.798103991
DNAJB11,0.273821685
CMPK1,0.939090642
POLR3K,0.975967799
WBP11,0.525641289
UPB1,0.795824678
MSRB1,0.898816948
RAPGEF6,0.846607411
GHRL,0.58421691
WWOX,0.872503778
ARID4B,0.073516487
CD244,0.737987424
LUC7L3,0.419640208
RTEL1,0.268247863
ERAP1,0.795628078
TMEM8B,0.650603165
CDK12,0.863886942
C9orf78,0.560946448
SYT17,0.963709218
RAB8B,0.588303769
INPP5K,0.322864238
STK26,0.484684353
TM7SF3,0.385870327
RSF1,0.153426266
MAP3K20,0.020968064
KDM3B,0.859457465
COQ3,0.255653673
TUBA8,0.741672241
PHAX,0.379840039
GALNT7,0.6939427
ADA2,0.920970623
BCL11A,0.344834424
BTBD1,0.400618268
SPA17,0.048786135
NUDT9,0.136208759
CHIC1,0.477650507
TM6SF1,0.474591844
UBASH3A,0.492730224
ZFYVE1,0.325329576
PANK1,0.47707852
NUP54,0.26489325
TPCN1,0.250869034
STX18,0.416436009
MBD3,0.304588637
ADAM22,0.572651052
BCO1,0.525729277
PTOV1,0.830253446
FXYD5,0.724661763
GPR84,0.638998972
FGFRL1,0.489007923
C11orf24,0.974344656
TRIM34,0.592434248
RAB4B,0.535143154
RAB24,0.887346529
PELO,0.041995265
PPIL3,0.357800619
CSNK1G1,0.54918477
A4GALT,0.536146474
CPSF2,0.271080004
BRWD1,0.768603898
SLC37A1,0.936593502
SRSF9P1,0.480392059
RPL23AP4,0.154868365
PCBP3,0.647589771
C21orf58,0.629294396
YBEY,0.017781082
SMIM11A,0.635884769
C21orf62-AS1,0.177146053
MIS18A,0.749502817
LINC00158,0.578110682
SETD4,0.659209887
CLIC6,0.723124663
GSAP,0.162831654
TLR9,0.537336761
POLE3,0.749868527
CHRAC1,0.423771957
H2BS1,0.969744149
MRPL39,0.604108451
C21orf91,0.995927892
DCUN1D1,0.798937016
NANS,0.676988046
CYCS,0.583432851
ERRFI1,0.974197859
TREM1,0.55515448
GNG2,0.685288142
GDAP1,0.637686402
DPM3,0.893900416
TERF2IP,0.408727308
SLC38A2,0.484863595
SIAE,0.37247025
DNAJC10,0.309592225
YIPF1,0.843197333
GAR1,0.518901772
SSH1,0.075871856
SH3TC1,0.662505313
GFOD1,0.369381238
RBM27,0.661103541
SASH3,0.406216988
STAG3L1,0.820420362
KCTD5,0.780720174
ANLN,0.864958795
ATAD2B,0.792598461
FBXO42,0.671157503
PRR13,0.802771237
MRPS21,0.962937298
FBXW5,0.393397093
CCSER2,0.881304417
RETREG1,0.36021343
XRN1,0.724067365
ETAA1,0.948147403
SPIN2A,0.750650022
ANKIB1,0.599484752
MIOS,0.11277083
ZFAND6,0.650242208
ARMCX6,0.313215431
MIEF1,0.77846504
TOLLIP,0.704157546
NLE1,0.450124466
RNF216,0.211647584
PIMREG,0.402644151
CHPF2,0.887355455
TRMT13,0.683557723
DGCR8,0.97456855
OTULINL,0.314940894
NEURL1B,0.740972268
C11orf71,0.6349185
TMX3,0.652294719
PRMT7,0.873899626
HEATR5B,0.356618537
TMCO1,0.772075338
RBM47,0.36467872
ZDHHC13,0.845875739
DHX29,0.442826318
RHOF,0.496952199
EXOSC4,0.558012951
MTRF1L,0.69850798
PUS7,0.844915772
APBB1IP,0.793495155
CCDC93,0.118317455
WDR44,0.386810497
ANKRD16,0.321915781
ASNSD1,0.786178175
MIER2,0.647619708
USP53,0.367960805
MRPL50,0.654297473
CCHCR1,0.470855516
EXOC6,0.422298049
SHLD2,0.459073662
NDUFB11,0.856116564
FAM193B,0.385974172
DDIT4,0.214268448
RC3H2,0.935149521
TOMM7,0.263937517
MTMR12,0.84194405
GNL3L,0.769125567
MIR4453HG,0.618322994
WDR5B,0.553473307
DDX49,0.758872189
ING3,0.711337796
SGTB,0.513562638
EPB41L4B,0.267221885
DLL4,0.770128405
SCAND2P,0.671501233
EGLN1,0.525034198
GNB1L,0.371273305
LZTFL1,0.625682206
L1TD1,0.565787616
NDFIP2,0.795194697
DDX56,0.91163045
INO80,0.86427842
CCNJ,0.670899263
FBXL19,0.653752556
VSIG10,0.031761314
ARL15,0.589153107
PAF1,0.484253916
PARP14,0.93741389
HES2,0.056225783
MAP10,0.742889402
MINDY2,0.490828198
TBC1D13,0.217519663
WDR74,0.766868322
TMEM106B,0.334328156
RSBN1,0.892989914
CRLS1,0.816797636
GTPBP2,0.904641147
CROT,0.153977056
ZNHIT6,0.163555064
P4HTM,0.350026897
RRN3,0.820605103
PDP1,0.838161122
GPN2,0.614962855
MARCHF5,0.676589629
BTN2A3P,0.976418292
OTUD4,0.664797705
TMED9,0.604649792
SLC35F2,0.398947006
RAB39A,0.102565459
MPHOSPH8,0.028612929
XAF1,0.643861118
LEPROT,0.295421521
EPDR1,0.477828507
KLHDC4,0.878785455
GRAMD1C,0.281659341
ZRANB1,0.559125491
TRIM44,0.393434953
PPP1R12C,0.536400608
CFAP46,0.752115062
RNF111,0.729210705
NSMCE4A,0.601311707
ALKBH4,0.896571414
BORCS6,0.882783876
DNAJB12,0.769304612
TET2,0.628087284
KCTD9,0.394084523
MED18,0.519296152
DCHS2,0.938985628
MBTD1,0.811848052
KLHL24,0.556489069
HAUS6,0.713455539
TRIT1,0.874646732
CNNM2,0.802152042
AHI1,0.687959223
ZNF586,0.500456525
DYM,0.793363418
SAMD9,0.873826311
ZNF562,0.213424039
AFTPH,0.077249705
KLHL28,0.64853182
QPCTL,0.223955764
GATAD2A,0.4573641
ZNF280D,0.246316518
ZCCHC10,0.722630997
NDE1,0.831066892
ERCC6L,0.885293018
TRPM7,0.128755576
SWT1,0.184828441
GIN1,0.153612648
BCAS3,0.894663982
NUP62CL,0.493491586
VPS13C,0.133156553
GDAP2,0.254499367
BSPRY,0.364359895
WBP1L,0.502757683
LRRC49,0.158158151
APTX,0.271684682
BIVM,0.736446627
MFSD6,0.589181181
SYTL2,0.127993997
SIDT1,0.622126535
DEF8,0.949781704
FBXL12,0.862875956
ANKRD49,0.322703556
WDR55,0.711202655
TENT5C,0.608376415
GON4L,0.954072078
PGPEP1,0.095917176
ELP6,0.804309449
SNRK,0.412393079
CC2D1A,0.207956697
TOR4A,0.108298262
GPATCH4,0.031905344
TMEM214,0.876164968
TMEM104,0.611409123
QRICH1,0.801866508
PIGG,0.723869989
FNBP1L,0.156500667
CNTLN,0.405867595
DCAF16,0.783264587
ZCCHC2,0.823444769
DPP8,0.635638751
ST7L,0.809295494
BCOR,0.93156151
TEX10,0.461048986
ANKHD1,0.931363184
CWC25,0.354244702
RETSAT,0.241897832
TBC1D8B,0.219765143
UHRF1BP1,0.740671583
NSUN2,0.969431644
ALKBH5,0.101985477
INO80D,0.67249711
NCAPG2,0.848222079
MTMR10,0.509056154
RNF43,0.045511598
SLC66A1,0.370432406
CASZ1,0.818889886
PXK,0.742382938
LAX1,0.169096963
CDKAL1,0.350836639
TTC19,0.192589908
MKS1,0.314157768
NSD3,0.480087856
TASOR2,0.596391481
SPDL1,0.763235895
SEMA4C,0.982262097
RPP25,0.844940098
FOCAD,0.21834952
YTHDF1,0.49669264
TMEM260,0.316108527
CMTM6,0.465641663
DNAAF5,0.43580907
DUS2,0.156280131
CHTF8,0.66945177
RASIP1,0.490233507
LIME1,0.424547293
ZSCAN32,0.165144031
UBE2R2,0.887052303
CHCHD3,0.885931924
IMPAD1,0.291618342
TMEM161A,0.999589704
HAUS4,0.725266361
TRMT10C,0.536747909
EXD3,0.732464587
KANSL2,0.78500285
DUSP23,0.214401126
ADPRHL2,0.544147976
SARS2,0.658063338
COMMD4,0.535997624
OCIAD1,0.641270103
RNF125,0.947065737
ABITRAM,0.74305931
LINC01521,0.765040587
SLC41A3,0.748173767
MRPL16,0.614474775
SDHAF2,0.858417426
COMMD8,0.947923198
TRNAU1AP,0.747575363
ODR4,0.117327433
FAM120C,0.70285665
C1orf109,0.663810298
PARP16,0.899921546
TXNL4B,0.224166119
TMEM160,0.741879688
GEMIN8,0.499171692
SSH3,0.966835243
TIPIN,0.699957905
UCKL1,0.520328752
C1orf56,0.921605663
PIGX,0.495084134
TMEM70,0.452586604
HPF1,0.928252618
TTC12,0.320952967
BANP,0.963735358
TMEM132A,0.978263421
INTS11,0.775243477
THG1L,0.41858322
C20orf27,0.474952702
SLC25A38,0.674702646
SLC35F6,0.505849312
PLAAT2,0.016767926
C2orf42,0.044671395
NMRK1,0.64612718
CLN6,0.303908288
PINX1,0.74632504
HCFC1R1,0.795388872
ULK4,0.409901799
CZIB,0.949447811
ZNF770,0.567032086
C1orf159,0.385138552
ZSCAN2,0.85754557
GID8,0.837944595
OXSM,0.37233409
MTARC2,0.038330165
TESC,0.465514356
AURKAIP1,0.827041624
TUG1,0.373518909
TTC22,0.339016184
TMCO3,0.09467607
PAK1IP1,0.558256065
LAMTOR1,0.882837026
RMND1,0.509107143
TRMT61B,0.365173262
FAM118A,0.818119194
HERC6,0.985444689
FAM174C,0.422254069
PARPBP,0.58533597
PIH1D1,0.756626221
PPP2R3C,0.614460619
MCUB,0.584933523
STX17,0.827359975
PRPF39,0.556002497
MARCHF1,0.573374547
C14orf119,0.428020046
TTC38,0.400031496
PHIP,0.208992065
BANK1,0.160328507
TMEM255A,0.099159906
HEATR3,0.735708563
C17orf80,0.24396849
FBXO34,0.796439321
USP47,0.098623701
SLC35A5,0.372556408
FKBP14,0.564401827
MOCOS,0.505959127
NOL8,0.325690751
PTCD3,0.87740376
CDCA4,0.514372028
TRMT12,0.570759328
PLEKHB2,0.901298157
VPS37C,0.551714302
REX1BD,0.23588615
NRDE2,0.825358838
MRPL20,0.790102271
ATG16L1,0.324490553
ZWILCH,0.827101848
GABPB1-IT1,0.378604104
WIPI1,0.682301911
ZCWPW1,0.179171297
PDPR,0.291124312
ENOX1,0.621307054
TMEM248,0.585256105
DET1,0.608802018
C9orf40,0.530135364
RNF31,0.45321562
LRRC37A4P,0.758533532
OXR1,0.477314757
UACA,0.718608674
TMEM45A,0.911512864
TAPBPL,0.295216457
IFT57,0.921894307
ARGLU1,0.516271466
KIF26B,0.591473767
SOBP,0.55087488
RADX,0.694027193
CCDC186,0.22949467
MED9,0.605710752
TMEM51,0.396206365
WDYHV1,0.491975778
GPATCH1,0.725950173
SAMD4B,0.929359524
EBLN2,0.954923399
WDR70,0.103408485
DMAC2,0.68861451
ATG2B,0.959680239
RALGPS2,0.94890846
GPATCH2,0.406231288
SLFN12,0.641939494
BSDC1,0.762119552
AGGF1,0.79191758
MAGOHB,0.463522405
PLEKHJ1,0.549958564
WDR60,0.084148526
XKR8,0.542166011
ARHGAP17,0.957239138
TMEM39B,0.990444023
PRPF38B,0.066784075
FANCL,0.30020702
AKIRIN2,0.286891052
CEP192,0.556510321
HEATR1,0.628414336
TRIM68,0.773589072
ANO10,0.403641678
RBM28,0.134679797
LARP1B,0.405996964
SRBD1,0.051884273
WRAP53,0.808161394
FAM90A1,0.303021516
ANKZF1,0.285371178
ELP3,0.947833386
HAUS2,0.97878378
CDCA8,0.784024548
LRRC8D,0.815152364
THAP1,0.908276594
ZDHHC4,0.78052811
RBM23,0.596760391
UBR7,0.35812918
MTPAP,0.774202331
TMEM38B,0.818260853
DALRD3,0.696473557
SDAD1,0.930640001
MSTO1,0.792456679
ARMC1,0.985766074
DARS2,0.609193606
RFWD3,0.706100878
TMEM33,0.488022653
PNPO,0.601081533
SHQ1,0.743373213
CEP55,0.864898859
CENPQ,0.586531045
MSL2,0.46790695
MRPS18A,0.561629416
PRMT6,0.770312489
TBCCD1,0.744208668
DNAAF2,0.564919701
MRPS10,0.827469247
INTS10,0.903106168
KLHL11,0.949060087
SEC61A2,0.715210803
RMDN3,0.876938842
MRM3,0.940298011
FAIM,0.158216348
LINS1,0.576104363
SMG8,0.459570235
RNF220,0.621272754
RIF1,0.56106482
DZANK1,0.205324261
SLC25A36,0.989421736
VPS13D,0.899065684
RIC8B,0.601769569
NADSYN1,0.292219954
DNAJC17,0.764463327
PBRM1,0.781501523
EVA1B,0.836491482
CCDC198,0.400267673
RESF1,0.872186437
RPRD1A,0.592755658
APPL2,0.824339476
FAM86C1,0.275662892
PLEKHG6,0.626789019
MAP1S,0.851442194
GOLPH3L,0.421189354
ZNF532,0.964722555
SBNO1,0.692302925
ARL8B,0.917591395
DCUN1D2,0.653405925
SETD5,0.373140617
ATAD3A,0.426569782
BBS7,0.48970793
RCBTB1,0.506658356
P3H2,0.989623098
FANCI,0.42323379
NKAPD1,0.124831584
TMLHE,0.194778987
EXD2,0.666280597
MACO1,0.357341378
LRRC20,0.965931321
TRIM62,0.889893343
RAVER2,0.031553342
NAT10,0.844685447
LRRC1,0.89191334
PNMA8A,0.765581932
PANK4,0.766779564
USP40,0.115185659
MOB1A,0.900089789
SMU1,0.59684299
UBA6,0.645319846
SLC38A7,0.257486476
OGFOD1,0.557943297
STEAP3,0.999246545
SLC47A1,0.981228878
UQCC1,0.670651562
CCDC25,0.374164979
NEIL3,0.443471162
PACC1,0.293780933
YY1AP1,0.957393313
ELP2,0.171297862
PCMTD2,0.641428797
ASXL2,0.135041018
TYW1,0.022430382
TMEM39A,0.855578082
WDR41,0.893098038
ADI1,0.5223865
MRGBP,0.591723803
TMEM143,0.878077902
MAP11,0.524133705
TMEM19,0.835054328
ECHDC2,0.466659455
PSPC1,0.874548574
NUDT15,0.841249108
IMP3,0.958675258
PHF10,0.473459269
VPS53,0.697846314
PGM2,0.983466134
FGGY,0.178504591
QRSL1,0.794281464
ZNF654,0.780961611
CWF19L1,0.962506831
TMEM140,0.5810439
MCOLN3,0.821458576
UBE2W,0.620636557
RBM41,0.007947509
RHOT1,0.974461541
ACOXL,0.70730487
BRF2,0.421109597
PPP6R3,0.588122654
UEVLD,0.399938049
FBXW7,0.868640455
KLHL26,0.238279733
TBC1D19,0.626165556
CCDC91,0.50252476
RNF121,0.611236686
BRIX1,0.778346842
PI4K2B,0.785369638
GIMAP4,0.992096613
DDX19A,0.93362277
ZNF444,0.888611701
RFK,0.642797186
CPPED1,0.433562708
TMEM144,0.821698447
SLC29A3,0.564357194
RSAD1,0.913099114
AP5S1,0.726191964
TMA16,0.763899524
MIS18BP1,0.887485294
C5orf22,0.434392936
LARP6,0.519407968
ABCF3,0.647442765
UFSP2,0.899628203
AGPAT5,0.271691454
LIN7C,0.498753266
RNLS,0.849042745
MNS1,0.525277386
BLOC1S4,0.778997324
ACER3,0.924113697
DRAM1,0.321772334
SYNJ2BP,0.409241127
SLC39A9,0.427436867
NIPSNAP3B,0.23000059
FBXL8,0.472146191
SHFL,0.618178192
WDR33,0.834359204
GIMAP5,0.600769648
LSG1,0.726980758
STRBP,0.597694574
SLC35C1,0.633448849
PLCXD1,0.947537823
ZGRF1,0.768766182
TCP11L1,0.420253937
ABHD10,0.708264335
CHDH,0.654180174
COPRS,0.73957825
LAPTM4B,0.217071876
HJURP,0.892016539
SLC22A15,0.277653548
TBC1D2,0.401080742
PI4K2A,0.792052923
TMEM63B,0.718052633
IMPACT,0.268821772
LGR4,0.660937804
PIDD1,0.545930035
PPP4R1L,0.423580771
TMCO6,0.567934074
LRRC59,0.270076978
MCM10,0.795628048
NCBP3,0.230237882
ZNF331,0.997355094
GPALPP1,0.244149521
YOD1,0.945021606
AP1AR,0.638779321
STRADB,0.22396558
DHRS4-AS1,0.578242132
CSGALNACT2,0.347524529
DNAJA4,0.914225268
NDUFAF7,0.935841317
PARL,0.733164648
ETNK1,0.760469031
CHST12,0.736022683
HES6,0.480662823
TNFRSF19,0.937397012
NOP10,0.544152961
SLC35E3,0.9343929
BATF3,0.907274134
SMPD3,0.904641733
ELAC1,0.093154978
DHTKD1,0.770002576
FEM1A,0.333801136
PIP4P2,0.052099535
CDCA7L,0.884702299
IL17RB,0.350030144
RBM38,0.956507887
ZNF823,0.048481373
ENOSF1,0.434206649
PLXNA3,0.643107194
HAUS7,0.986510784
CDC42BPG,0.24042733
ZNF821,0.803751649
GALNT10,0.589004751
CNOT11,0.68473407
FOXRED1,0.699120857
CDV3,0.96174332
NAGK,0.460498209
SUPT20H,0.526553309
KIF27,0.088602421
UBE2Q1,0.904372771
MED29,0.669305024
BMP2K,0.48647719
VEZT,0.300523047
GOLGA2P5,0.77147232
OTUD5,0.920658652
ZCCHC8,0.338131583
RNPC3,0.727952935
DDX60,0.616932101
CDKN2AIP,0.622154712
TENT5A,0.997490019
CARMIL1,0.705303776
KIF21A,0.141998945
ANKRD10,0.561821819
ZNF280C,0.406598955
VPS50,0.404098383
OTUB1,0.920887783
MTMR8,0.583856225
KIF16B,0.771876976
PRR5,0.494982187
TASP1,0.532023716
DOCK10,0.099157464
STAP2,0.747427733
TRMT1,0.619296706
TTC27,0.348476521
THUMPD1,0.377859015
POMGNT1,0.728879337
ZDHHC7,0.982652907
AMBRA1,0.300290823
SMPD4,0.537850241
ZNF407,0.54769554
PNRC2,0.947326686
SLC39A4,0.313086835
LRRC40,0.505347845
G2E3,0.909157402
TBC1D22B,0.789105726
KRBOX4,0.078588987
DEPDC1,0.776244385
CHD7,0.758275497
SYBU,0.078357262
FLVCR2,0.378445627
BTBD2,0.750970616
OSGEP,0.811050813
LYAR,0.806524492
RAB20,0.775496316
PIGV,0.360343061
NHP2,0.906408404
SLC48A1,0.322783257
BCAS4,0.96909085
TMEM127,0.209387114
NLRP2,0.843107569
INTS8,0.25431581
ZNF692,0.460453355
RNF126,0.478388122
ZNF416,0.146794574
PRPF40A,0.453472152
DDX27,0.150630893
HIF1AN,0.345301527
ZNF446,0.678606876
CDC37L1,0.500901498
URGCP,0.856383887
NPLOC4,0.782836857
DENND4C,0.367124289
GPATCH2L,0.353326844
MFN1,0.071121719
PEX26,0.918766234
PPP4R3A,0.628069962
NBPF1,0.37870387
SLC30A6,0.136311196
IWS1,0.163827289
RUFY2,0.156903035
SCYL2,0.82052961
KANSL3,0.875637143
RABL6,0.995468396
MREG,0.364955304
TRMU,0.659016167
YEATS2,0.813403525
PACS1,0.298492073
FRMD4A,0.743058759
LUC7L,0.709967947
KDM4D,0.858209066
NSUN5,0.771991759
RBM22,0.564171251
VAC14,0.852798453
IARS2,0.182765896
MAP7D1,0.267726747
YJU2,0.848292675
POLR3B,0.571468204
CCDC88A,0.95952963
IPO9,0.832497565
NDC1,0.632718595
NECAP2,0.551658638
KBTBD4,0.706565951
FAR2,0.249979073
ZNF334,0.438669074
TENM3,0.460922987
DOK4,0.397785498
LMBR1L,0.580292299
WDR11,0.469067938
POLR3E,0.451823282
SLF2,0.283750235
TSR1,0.456881355
IQCC,0.337564256
CEP72,0.937722266
ASF1B,0.973434088
INTS13,0.191918498
BTBD7,0.506962692
N4BP2,0.557923115
ATF7IP,0.642968035
FAM222B,0.198260045
C1orf112,0.618162616
HHAT,0.330681427
ZFP64,0.600785122
DNAJC11,0.716288843
VPS35,0.522825958
ARFGAP1,0.484611612
NAXD,0.337731734
EDEM2,0.618813992
CHFR,0.65440872
COA1,0.834895253
AP5M1,0.869663727
NUP133,0.542946785
CNDP2,0.313966949
CCAR1,0.171663563
AGK,0.809607485
TMEM184C,0.624547082
SEPTIN11,0.595427654
OGDHL,0.915305488
TMEM30A,0.677071384
CDK5RAP2,0.737312644
INTS9,0.727986032
UGGT2,0.181568789
RCOR3,0.941609464
WDR12,0.428196904
DHX32,0.697313238
TTC17,0.65116321
ZNF701,0.233233094
EXOC1,0.02503546
IFT122,0.823458811
INAVA,0.753263523
H2AJ,0.834376532
NGLY1,0.649389948
ZNF83,0.676513675
EXOC2,0.463581929
PRR11,0.866495969
TBC1D23,0.279605444
TDP1,0.797029436
SAYSD1,0.825256996
MBD5,0.087167443
ZNF839,0.887832682
CFAP44,0.808980464
ERMARD,0.307811761
RIOK2,0.203746143
CMTR2,0.765624043
MCTP2,0.214725837
FGD6,0.700257962
TXLNG,0.778665585
LMBRD1,0.715806094
DEPDC1B,0.281195879
CSGALNACT1,0.738699705
LRIF1,0.327388874
MINDY1,0.540195889
DDX28,0.93046049
PCID2,0.526764995
MBNL3,0.803240079
METTL2B,0.359733993
DCP1A,0.910044579
ADAP2,0.262204754
LRP2BP,0.382956173
TRERF1,0.714300698
FOXJ2,0.556047671
SPATA7,0.439802736
UTP6,0.33278144
BDP1,0.160062492
TSNAXIP1,0.720747032
KDM3A,0.664979192
RNF130,0.352485016
VPS11,0.982307353
PAG1,0.183515584
PECR,0.967927384
DCAF6,0.279621909
SELENOS,0.956997684
GLT8D1,0.521779391
EMC3,0.384281748
CAND1,0.512196463
UBAP2,0.493130668
CENPJ,0.695448227
EAPP,0.361784044
CENPN,0.89798201
EAF2,0.862690068
WWC3,0.275132066
ARHGAP15,0.280627866
PPP2R2D,0.667314467
BRK1,0.371336758
ITFG2,0.867070182
CISD1,0.706816575
PLGRKT,0.30250624
USE1,0.95683272
PSENEN,0.304491609
TEX2,0.888387279
ZC3H15,0.344493262
DENND10P1,0.958534629
ACOT13,0.10991294
KIZ,0.948634946
TMEM165,0.797768049
ACTR10,0.271419189
DBNDD2,0.287726951
ECHDC1,0.919057526
TMEM126B,0.85761944
HDAC8,0.286882239
ASH1L,0.610938153
CBWD1,0.147330362
PBK,0.428694052
GSDMB,0.336423804
WSB2,0.279500085
LMO3,0.716939566
ZKSCAN7,0.270143681
GPRC5C,0.973571474
MYNN,0.348317045
ZNF395,0.580807623
UNC45A,0.664482122
ZNF302,0.044357969
ACSS2,0.311397084
KMT2E,0.161349188
RNF114,0.363846312
ZC4H2,0.32612449
CMAS,0.47944563
BIN3,0.436262582
APOBR,0.563748786
ERBIN,0.459154651
LANCL2,0.769247811
NXT2,0.828463154
CTTNBP2NL,0.465623521
RCC2,0.452534505
NKRF,0.848833474
INKA2,0.064632596
DMAP1,0.664773468
