Short Gene name,p_value w/o covariate,p_value w/ covariate
SULT1A4,0.00274041,0.000266412
NCKIPSD,0.987328773,0.512197556
QKI,0.494653141,0.543025553
TBCA,0.305214799,0.69410039
BCS1L,0.609500533,0.246652719
NFX1,0.272626036,1.10E-05
HDGFRP2,1,0.607110883
ZSWIM8,0.306041289,0.778478774
ZNF346,0.982515346,0.326418383
IFT81,0.858911479,0.890057821
FDFT1,0.382365994,0.006686428
TTC3,0.67718178,0.184639568
NDUFA6,0.104460242,0.076597284
SPG20,1,1
CHURC1-FNTB,0.430422456,0.717989835
SGTA,0.609743228,0.635058375
DDA1,0.579727195,0.080974831
E4F1,0.687156559,0.477152058
ELMSAN1,0.691290646,0.344677088
NPRL3,0.858911479,0.670897502
COQ10A,0.730269324,0.556072172
AMIGO2,1,0.006063269
RRN3P1,0.950512215,0.158953715
AP5B1,0.325678823,0.001728579
LINS,0.620782438,0.193011511
MFSD3,0.494653141,0.033789957
GSPT2,1,0.749562766
LOC100130093,1,0.040265872
KIAA1731,0.614479041,0.842625376
CCDC112,0.106779669,0.599229832
DPY30,0.912266125,0.954657209
STK17B,0.794437717,0.302003925
LONP2,0.934111166,0.147089805
C16orf74,1,1
ARID3B,0.730269324,0.443879088
MAPK7,0.924659529,0.002659769
GUSBP1,0.765160842,0.000459524
PI4KAP2,0.738733305,0.373662234
DDHD2,4.12E-06,0.013951288
NR2C2AP,1,0.348904301
NUS1,1,0.57719392
MIER2,1,0.079874934
NDUFB1,1,0.29546966
ACO2,0.442979085,0.332398106
RRAGA,0.884408014,0.608616164
ZNF554,1,0.883134744
POMGNT2,0.770497743,0.105563835
DHX8,1,0.023134207
PHKB,0.367922006,0.575981828
CRB2,0.230746254,0.194123417
SKP2,0.757617584,0.903701655
OTUD3,0.971955057,1
PAN3,0.779056842,0.172889551
PTTG1,0.68087586,0.336090565
GTPBP2,1,0.873565548
KIAA0141,0.513788779,0.522393567
TPST2,0.699992348,0.092319644
TALDO1,0.388567635,0.095496971
L2HGDH,0.418280472,0.068426299
FBXO17,0.757617584,0.003704848
WWP2,0.554511511,0.004383682
DCUN1D5,0.788009786,0.007835571
GLI2,0.905891757,0.523944116
C1QBP,0.639465063,0.366063089
CNPY2,0.681902175,1
KIF1C,1,0.275200104
PQLC2,0.246862592,0.60178232
UFC1,1,0.529306564
EAF1,2.41E-10,0.035857282
SCNM1,0.769821909,0.98887936
TSPAN6,0.856559108,0.533636231
BAZ2A,0.794436972,0.419832348
ZNF544,1,0.8778953
TMEM39B,1,0.244693014
DCP2,0.744067527,0.154703152
PLAGL2,0.544353682,0.155085133
PLEKHA4,0.456299317,0.408169692
PAXIP1-AS1,1,0.707334934
HIST1H3F,0.619454754,0.902251637
STX2,0.514159616,0.835111334
STK11,1,0.645203032
PLA2G16,0.859585116,0.861605812
GTF2H3,0.84476424,0.644198499
TELO2,0.758631075,0.071418742
WDR41,0.987328773,0.32945355
SLIT2,0.577945924,0.596500753
NDUFA4,0.772022687,0.453716157
WDR78,0.504706239,0.24139654
CAPZA1,0.466290003,0.270451335
HIST3H2BB,0.402872904,0.193664364
YBX3,1,0.699203136
POLR2L,1,0.473039147
MAGI2-AS3,1,0.014290778
NDUFB6,0.754869539,0.083300039
TBC1D13,0.79281434,0.122578934
GLIPR2,0.687114129,0.571421368
HIST1H4C,1,0.003919888
GDAP2,0.907598382,0.660528365
EEF1D,1,0.919996578
RHOB,0.395885552,0.062521104
C17orf62,0.860358557,0.365370565
CLN5,1,0.989012944
C21orf59,0.729455988,0.210171064
TRIM21,0.802278062,1
SLC35C2,0.777814295,0.702592501
SMARCAL1,0.737320268,0.79835612
PCYT2,0.540048075,0.104205939
TMEM54,0.980062245,0.079628123
ZNF3,0.64211474,1
NUTF2,0.999568624,0.275919557
LYPLAL1,0.78124474,0.00173521
NHLH2,0.789034212,0.740438146
C2orf80,0.247273663,0.06306102
MOAP1,0.850699457,0.64962735
PPA1,0.9677338,0.937664227
KLHDC3,0.398622596,0.004885817
RAB33B,0.910581279,0.014716462
ASRGL1,0.749663804,0.595775363
ASS1,0.83503137,0.731859784
ATP6V0B,0.212685088,0.013310185
CCDC132,0.828587769,1
TERF1,0.759336846,0.781335156
ALG9,0.842128729,0.226107797
PTGER4,0.824925732,0.048976515
FXR1,0.708075028,0.72069971
ZNF146,0.763602639,0.938785524
ELAVL1,0.992840697,0.028013898
TENM3,0.677105953,0.712144625
MICU2,0.601149164,0.003992654
UQCRC2,0.868247317,0.445631617
LGMN,0.980645307,0.707619258
AHDC1,0.945927099,0.022442601
RBMX2,0.083058257,0.593443003
MRPL15,0.353834453,0.225122279
PRR14L,0.858911479,0.255238067
SDR39U1,0.523412361,0.628561644
NCBP2,0.53016299,0.148396732
NOV,0.754458562,0.829207413
GLIS3,0.736948665,0.133878551
MAN1C1,1,0.957452319
FAM46A,0.411384416,0.046134275
ARFGEF1,1,0.264288369
DGCR6L,0.04550631,0.012361498
SCOC,0.927713118,0.115448442
KPNA1,0.660284045,0.022771373
FBXL12,0.889528457,0.475856055
CAPN15,0.894594087,0.167899589
LAYN,0.865371483,0.544783803
HDAC9,1,0.651839062
CBR4,0.976570165,0.008928954
NEURL4,0.854374341,0.079448634
KIAA1919,0.910581279,0.047777983
JMJD1C,0.489372738,0.614771151
STOML2,0.845084657,0.731824845
HAUS6,1,0.80919813
GUCD1,1,0.573571183
UNK,0.816162842,0.38489762
TMEM67,0.854240385,0.622674325
SSBP2,1,0.677570504
PPP2R1A,0.76178093,0.165946698
CDKN1B,0.94527539,0.581108011
CEBPZ-AS1,1,0.679399597
SNORA70,0.629622593,0.78198044
ANAPC2,0.778222569,0.648847045
HIST1H2BN,0.987328773,0.167295734
RNF31,0.323619661,0.372574174
ZNF445,0.67349874,0.21114952
LXN,1,0.120644028
CAPN7,0.120167498,0.01761881
ATM,0.826140178,0.588155124
ALCAM,0.374172601,0.159031138
C7orf26,0.866360258,0.731962495
RMRP,0.727343905,0.197408038
LOC389765,0.817210225,0.914014661
MRPL34,0.941715338,0.315615548
FOXJ3,0.658016086,0.460287812
TGFBR2,0.772678538,0.550528359
RWDD2A,0.978774098,0.001290073
CPSF1,0.827907176,8.49E-05
CCDC146,0.770829377,0.823378464
CCT7,0.826285199,0.435311209
STK36,0.49178131,0.059549743
DUS1L,0.827447901,0.608997207
HIST1H1D,1,0.538435778
CCNB1,0.950512215,0.146060463
FAM117A,1,0.737135384
RPS4X,0.869774225,0.518501722
GPRC5B,0.958457341,0.791023875
THG1L,1,0.519651799
SUPV3L1,0.660919621,0.326675209
WARS2,1,0.634752017
SCPEP1,0.936730131,0.965005741
B4GALT1,0.895349975,0.516331229
ATL3,0.681395676,0.001409785
ACSF2,0.636285016,0.456918701
TOR1A,0.722562015,0.703876805
NUP93,0.554146848,0.23670742
ZNF567,0.632099436,0.806686966
PPFIBP1,0.956384958,1
ERCC4,0.730357478,0.064288562
SLC38A10,0.705679809,0.808120919
LTA4H,0.934332069,0.216810864
ZNF579,0.842008797,0.389802645
MAB21L1,0.955930332,0.389963819
PPIF,0.544353682,0.550973171
YAE1D1,0.8135188,0.866294646
INADL,0.671483885,0.242413925
FBN3,0.558901437,0.184400126
PTPRO,1,1
RPS24,0.827907176,1
IFI27L1,0.842008797,0.725177709
COMMD4,0.863716849,0.524054008
PCNXL4,0.790233509,0.56286869
DNAJC8,0.941715338,0.293927406
U2AF2,0.718874415,0.196291461
RMI1,0.435126883,0.080233537
FLAD1,0.696016068,0.304325985
RBM17,0.775880988,0.460475163
PARD6G,1,0.647683392
MATN2,0.826689444,0.754365925
NCAPD2,0.598724091,0.481065156
PHKA2,0.875864589,0.603900688
SEC11C,0.388008529,0.008231296
KDELC2,1,0.488080371
ARHGAP32,0.579188686,0.64656887
RSPH4A,1,0.405666005
TTYH2,0.676010811,0.201681887
KPNA6,0.880319885,0.567705037
MIR6723,0.796570683,0.289426598
FAM134C,0.846886266,0.152675374
EBPL,0.709499006,0.337748056
ARF5,0.863867315,0.045186789
SPAST,1,0.253312176
H2AFJ,0.749431395,0.267186498
TWISTNB,0.931131269,0.142319958
SCAP,0.415098386,0.078987004
CSPG4,0.513465277,0.253803263
SURF2,1,0.144446729
NUBP1,0.492647701,0.086119025
LAMA5,0.602133068,0.217887732
MAP9,0.78124474,0.854489015
ZC3H14,0.796457816,0.563036798
CCDC43,0.802349283,0.810352977
RGS3,0.989689746,0.325158892
HIF1AN,0.860738928,0.063316839
PPIB,0.78124474,0.770885064
SNX9,1,0.699351513
ZMYM5,0.579001838,0.348114094
TMEM121,0.718876554,0.380313363
RBMX,0.520744371,0.144844803
TMEM99,1,0.012133477
NAF1,0.474196701,0.0264549
SRD5A3,0.938763474,0.85140793
GTF2I,1,0.505693762
SPG11,0.888855903,0.596262192
CCDC64,0.833723728,0.512425914
RNF41,1,0.529450244
KRTCAP2,0.752709115,0.321200418
PIGP,1,0.891841992
CAMK2D,0.450098251,0.398859647
MAZ,0.916351456,0.162444257
PDGFA,0.84865253,0.999208185
WIPI1,0.869774225,0.675078362
THOP1,0.958457341,0.357337299
SMYD5,1,0.030182028
CAND1,0.862298566,0.832231785
TOM1L1,0.832048864,0.076087056
CAMK2G,0.651094869,0.581319992
COX7A2L,0.826295852,1
ETFDH,0.389260597,0.005067186
ZMYM2,0.920488043,0.388165142
ALMS1,0.686827232,0.862725842
RABEP2,0.740455807,0.957501209
C4orf27,0.975736649,0.211844898
CDK5RAP3,0.862298566,0.000316072
SCYL2,0.524530152,0.017215163
ILF3,0.802103755,0.68582831
ST6GALNAC4,0.537237892,0.608356907
COMMD5,0.89216316,0.364738912
KDM4B,0.924574113,0.167105201
MTAP,0.835094041,0.431004655
ZNF689,0.736948665,0.071580369
ACAN,0.48297779,0.018750041
ZBTB26,0.682306226,0.045537439
CCDC101,0.830702637,0.3618292
GTF2H2,0.730284231,0.992162031
CCNT1,0.912755795,0.006717111
NDUFA5,1,0.692722849
CCDC174,0.825700151,0.475905863
RBM33,0.156731313,0.00104253
FBXO2,0.785876122,1
TEAD3,0.893361922,0.179166633
GFM2,0.112278085,1.55E-05
PSMC4,0.669729012,0.027860064
EPHB1,0.804777721,0.330106908
FIBIN,0.638683829,0.896879611
GNG12,0.899719396,0.287623657
RIF1,0.904206843,0.940476764
CCDC51,0.618090453,0.620231595
KIAA1715,0.895085701,0.030210232
CENPF,0.447433038,0.039810395
SLC9A6,1,0.565876233
ZNF653,0.940619387,0.694283232
KIF22,0.565789243,0.503947123
ZNF275,1,0.659310988
ZHX1,0.727839777,0.845931907
PPDPF,0.473520035,0.02646335
FAM174B,0.820385786,0.956344116
ZNF252P,1,0.614859773
FAM193A,0.333469235,0.16887228
CHST3,0.793331221,0.698560705
TLE3,0.746339257,0.367494984
ARG2,1,0.909903724
KIF23,0.979530746,0.185865043
PCMTD2,0.89216316,0.464973643
KIF20B,0.634697405,0.002016699
ZNF300,1,0.388898314
WDR33,0.77263302,0.163847573
TUSC2,0.889100988,0.642249719
CRTC2,1,0.758895369
FAM193B,0.920344652,0.568480409
CDC7,0.715641426,0.191380432
ADAMTSL4,1,0.469034428
RILPL1,0.248110914,0.843464638
PLXNA4,1,0.423946574
C2orf72,0.912034337,0.665714252
NBEAL1,0.434375783,0.069892786
DENND1A,1,0.519365907
MDFIC,0.094003971,0.03595941
DNPEP,0.444050066,0.802776047
WDR47,1,0.883647285
SRF,0.690693689,0.259772039
TMEM14A,1,0.42292368
GGA2,0.520186676,0.996523226
TNFRSF21,0.786632746,0.78662191
LDLR,1,0.527288485
FAM162A,0.718876554,0.07678313
SPATA5L1,0.156895462,0.003585401
RHOG,0.736948665,0.783086376
SOD2,0.663823395,0.581541459
SRRD,1,0.32602942
CXXC5,0.906723452,0.546584846
PPP1R2,0.604000609,0.070527249
PCNXL2,0.078589975,9.52E-06
WDR82,0.836147898,0.431955374
KIFC3,1,0.668458861
SUV420H1,0.01199441,0.326730381
UBXN8,0.369628905,0.034069347
C16orf80,0.875630546,0.060498084
NAA30,1,0.918419066
ATP5G1,1,0.939629007
FIG4,0.192975157,0.575743445
LOC92249,1,0.492727345
QSER1,1,0.211796464
ACD,0.519444626,0.259453068
TIMELESS,0.512933862,0.80986109
WASH3P,0.971955057,0.380138327
MAEA,0.769340786,0.396701106
DTD1,0.722562015,0.193497177
WDR54,0.646632405,0.360929146
SLITRK6,0.62687543,0.378264188
ARL6IP4,1,0.718759715
SOCS7,0.438969595,0.8591819
ZBTB7B,0.818058556,0.148854933
BMP1,0.936730131,0.778068516
SPRYD4,0.759336846,0.120427826
FLYWCH2,0.95314991,0.170210708
DCPS,0.916707581,0.037191797
RRAGC,0.702942487,1
HNRNPA2B1,1,0.975882801
SPOPL,0.995853337,0.629610635
ZBTB21,0.689911503,0.162697003
NOMO1,0.599968243,0.45642167
STIP1,0.684107174,0.649953063
FBXO28,1,0.416943123
RWDD1,0.826295852,0.549025505
REC8,0.530106282,0.444931063
NPTXR,0.777814295,0.110746281
F10,0.929395175,0.011307618
MORC3,1,0.195585055
MPDU1,0.835094041,0.122707632
GSTA4,0.980062245,0.482342897
KIAA1468,6.32E-05,0.59671324
BRD7,1,0.66326315
B4GALT5,0.824925732,0.652765356
NMRAL1,0.913673542,0.039306764
FIP1L1,0.777243144,0.682007642
MRPL42,1,0.867905938
STAG2,0.622870366,0.430527589
PIN1,0.756023253,0.233736852
PSMD10,0.81992727,0.548208342
POT1,0.881476551,0.441570375
AKTIP,0.862298566,1
MRPL54,1,0.247340676
FAM192A,0.811077216,0.112116216
BLOC1S2,0.60975703,0.432103031
MKI67,0.593378173,0.035680842
PARP2,0.323052916,0.001124048
TRPC1,0.74213482,0.272310532
CTPS2,0.568649092,0.414011996
ZNF586,0.733409228,0.00729714
PCNXL3,0.599032014,0.007803334
SLC2A10,1,0.250932916
PPIP5K2,0.828564288,0.542579182
BBS5,1,0.686830162
KNTC1,1,0.703568497
PDCD2,0.51874331,0.22558226
CORO2B,0.754498789,0.241629365
USP38,0.758631075,0.611674765
LARS2,1,0.896428724
SMC4,0.767288495,0.123872035
FOXN2,0.9441214,0.261948637
TMSB10,0.980645307,0.668907977
PTCD1,0.980062245,0.983563346
RBM38,1,0.177931046
NCBP1,0.275324503,0.070735831
SLC35A2,0.281610787,0.262132232
RAB11FIP4,0.793331221,0.855040055
4-Mar,0.353848665,0.461342249
ISOC1,0.701447781,0.359847152
PSEN2,1,0.178751315
FGFRL1,0.488909306,0.107082087
PDE8A,0.967900966,0.141459387
C11orf68,0.989508113,0.868394115
PUSL1,0.793331221,0.007578942
SENP5,1,0.993262578
LIN28B,0.282963102,0.721814789
TMEM164,1,0.193245341
ZNF43,1,0.056850434
SMIM20,0.181666772,0.216119608
OTUB2,0.581450076,0.521921085
ACTN1,0.357536548,0.033132387
SFRP1,0.822739114,0.180364606
GALNT18,0.306694636,0.061627226
MIS18A,0.776967984,0.785229469
NAT14,0.609308906,0.430240623
ZC3H4,0.977653166,0.368647524
AFF4,0.712495072,0.391682943
FIS1,0.769340786,0.527814754
RAP2B,0.648336356,0.054685867
MVD,1,0.044961085
HIST2H2BF,0.884523882,0.04282893
AGPAT5,1,0.121749261
TADA2B,0.968757688,0.047645623
G3BP1,0.773253991,0.788496939
UGP2,0.959826483,0.966400571
CGNL1,0.716582959,0.793387146
C14orf119,0.436574355,0.60816034
SSRP1,0.587125133,0.013744929
TAF6,1,0.98340839
ZNF204P,0.95314991,0.860532452
KIAA2013,0.915752042,0.014655857
KIAA1462,0.704072991,0.54845123
SNRNP27,0.938343756,0.057423782
SLC25A39,0.00021029,0.134164594
CTPS1,0.894590314,0.262619481
ZNF223,0.920488043,0.016381985
CYP2R1,1,0.377985613
NHLRC3,0.556063392,0.917095997
DHX35,0.95314991,0.940164512
HADHB,0.806158455,0.610283342
SFRP5,0.030083527,0.018377043
SERPINB6,0.959365026,0.478401165
AMZ2,0.720497596,0.736376632
PNPLA2,0.384502683,0.537071544
NT5C,0.645220168,0.098709724
CCDC106,0.740455807,0.671050465
RFWD3,1,0.040416313
PFDN4,1,0.640327831
DDX24,0.502534651,0.276825522
TMX2,0.451708947,0.393737083
IFT172,1,0.494501881
HSP90AA1,0.81424973,1
ZNF446,0.70337416,0.599813314
NAB1,0.920488043,0.35682873
USP4,0.464269644,0.645400841
ZNF493,0.946665587,0.679200865
BOC,1,0.265823605
CREB3L2,0.723513987,0.143739676
TBCK,1,0.409487477
RUFY1,0.862298566,0.77656957
PSMD8,0.78465631,0.62639926
SBNO2,0.691415919,0.631034305
SERGEF,0.288702345,0.008255356
PTRH1,0.821409136,0.730659267
FBXW11,0.537652314,0.667377858
KITLG,1,0.598739461
EPB41L4B,0.750166826,1
FAM188A,0.797566055,0.372091359
NDUFS2,0.992583282,0.614977471
LOC728392,0.828451829,0.74961761
RPL39L,0.820358934,0.040062953
BCL11A,0.532076345,0.455308398
RBM4,0.629622593,0.304367405
USP8,0.590433392,0.046165565
PDS5A,1,0.468224497
IKBIP,0.956384958,0.781461385
FBLIM1,0.960164614,0.541941224
ATRAID,0.584182562,0.57205499
COPG2,0.804332848,0.645678295
UBL7,0.848825083,0.197880347
HNRNPH3,0.742858933,0.491363406
PIK3IP1,0.434457196,0.590037736
NUP35,0.828005213,0.531611117
FGF2,0.997494554,0.660602185
ZFP36L2,1,0.021164744
CERS1,0.259744668,0.901182777
RABL2B,0.807665937,1
SRSF6,0.560274944,0.970473255
FAM105B,0.808224987,0.942249215
USP27X,0.821941435,0.628741038
METTL3,0.676434888,0.526826028
RNU11,0.37548751,0.002906717
KXD1,0.436574355,0.296698846
TMEM50A,0.79281434,0.509789011
PINX1,1,1
UPP1,0.758527354,0.779973174
TTC32,0.520589872,0.212938144
CEPT1,0.772678538,0.005510781
MAN1A2,0.503592783,0.072757155
ATP5B,0.169828345,0.098038668
COX6A1,0.258071017,0.0952542
ARNT,0.803737763,0.42786643
MAPKAPK5-AS1,0.73777471,0.984421922
RBM8A,0.541956861,0.739828922
GTPBP1,0.172701096,0.483033616
CTBP2,0.990288039,0.012513799
ABHD6,0.089016497,0.008298239
DDB2,0.409677333,0.112551448
TGFB3,0.945138352,0.48236079
ATP6AP2,0.629622593,0.010943389
KLF16,0.620782438,0.822693207
ZNF805,0.151034464,0.150920003
KLHDC9,1,0.064425693
MEF2A,0.825755098,0.236594305
INO80D,0.662100139,0.539254617
MYO6,1,0.528453703
ELOVL6,0.721308085,0.656610025
UBTD1,0.624930711,0.374996778
LMO2,1,0.702471294
CBX5,0.700659953,0.063401208
LCMT1,0.362755097,0.114796397
TMX4,1,0.53407406
XIAP,0.924659529,0.722093674
PAK7,0.662100139,0.267591763
NEK7,0.268910947,0.001288752
C2CD3,1,0.29053427
MBTD1,0.146676073,0.321742091
PLCB3,0.960019678,0.722699721
FIZ1,0.548045168,0.252219974
CDAN1,0.878958977,0.566685206
DHCR24,0.894594087,0.228166747
UHRF1BP1,0.720846144,0.287271675
PRDX5,0.558327386,0.459132214
ARHGAP17,0.798397508,0.041383061
DCTN1,0.493901354,0.67666982
HIST1H2AD,0.725540319,0.273800375
OGFOD2,0.593378173,0.165677517
SBNO1,1,0.363881847
CLTB,0.982515346,0.399898085
DPP8,0.456926623,0.675058769
PDIK1L,0.147077634,0.14936226
SECISBP2,0.124249663,0.067123925
LIN52,0.682306226,0.018972798
BOD1,0.760152674,0.454698989
SNRPG,0.50057621,0.755043145
TNNI3,1,0.28731545
SH3PXD2B,1,0.013290014
ZFP82,1,0.158458844
DGKZ,0.493901354,0.000474822
UBE2V1,1,0.586905452
ZBTB47,0.769039617,1
CDV3,0.627100688,0.240332955
MTMR6,0.827907176,0.866842324
UQCRFS1,0.595223392,0.537141981
C21orf2,0.958457341,0.37352817
MSRB2,0.754869539,0.201041311
RPL37A,0.857543366,0.337012699
GSTP1,0.91700341,0.841969211
TRIM37,0.528957843,0.554254863
PLCD3,0.858414955,0.840577709
NAP1L3,0.53726726,0.271492247
ANKRD39,0.488765856,0.273652459
TMSB4X,0.912266125,0.756494116
DLAT,0.615928998,0.087272389
NUP54,0.65276586,0.085789429
ISG20L2,0.923902014,0.512344471
POFUT1,0.784597543,0.108551927
COPRS,0.698688703,0.813029412
DBP,0.565789243,0.023447802
DGAT1,0.55225528,0.236924586
UQCR11,0.502534651,0.897267921
ARL8B,1,0.189944233
LRIG1,0.225077483,0.870504451
PRRX1,0.746073307,0.250385443
MYL3,0.891506852,0.272725953
HIST1H2AH,1,0.211415268
GIPC1,0.968828904,0.305178502
SNRK-AS1,0.898213091,0.934420122
SH3PXD2A,0.773253991,0.601123812
ZNF664,0.358357332,0.008917182
TMEM243,0.530106282,1
DPF2,1,0.921630417
GATAD2B,0.929729159,0.768368178
SCO1,1.00E-05,0.550080191
RPGR,0.850298973,0.297269885
FLCN,0.509589386,0.30799935
TSC22D3,1,0.476673898
CRY1,1,0.752034687
TSTD2,0.666682612,0.130568137
MPDZ,0.757356843,0.389779191
ARL2,0.466427553,0.591733662
CIZ1,1,0.880099594
FLII,0.277820972,0.367445353
GPR89A,0.986597199,0.342998954
ERCC1,0.800490731,0.039504494
RBM48,1,0.747157181
SAMD4B,0.234489933,0.178349338
BACH2,0.73470608,1
MBTPS1,0.748876614,0.002307287
C1orf54,0.692315344,0.340327173
GGA1,0.772739469,0.532344282
ZNF512B,0.669598423,0.530339469
EIF3L,0.400601889,0.485349045
RFK,0.922569454,0.458878263
PRMT6,1,0.287535052
RCBTB1,0.677366112,0.321907469
DCP1A,0.310382072,0.807526171
TSC2,0.754869539,0.222100717
FBXW2,0.669058577,0.190870217
RMND5B,0.807665937,0.136463724
ANAPC7,1,0.623487368
RTCA,1,0.459444066
PP7080,0.442619787,0.146204928
FCHSD2,0.786632746,0.023626932
AHCY,1,0.004335115
VDAC1,1,0.401185467
SPAG5,0.87550606,0.041886484
TCEA1,0.33750321,0.804641198
PPP1R15A,0.836039243,0.529153925
DNAJC15,0.519444626,0.259438386
CDC42BPB,0.608956633,0.046909289
PPFIBP2,0.800847302,0.769098911
FAM136A,0.940457452,0.254565077
NCR3LG1,0.858911479,0.724994087
UBN1,0.677366112,0.971818164
C12orf57,0.535974678,0.061463595
ACADS,1,0.608349673
MRPS7,0.807816521,0.836435355
KLHL7,0.884408014,0.934165008
MBNL1,0.624807886,0.996412284
S100A4,0.409950042,0.901250392
CAPZB,0.889699145,0.12630183
EGLN2,0.649905304,1
RPS15,0.969754415,0.526220981
C8orf33,0.930591151,0.437003805
PALB2,0.815096732,0.023223594
CTTNBP2,0.541419628,0.189153141
COG8,1,0.688701544
ZWINT,0.202340315,0.457063443
PLEKHA7,1,0.606743594
NHLRC2,0.580651064,0.086930155
AP1M1,0.721136585,0.534914362
NUCKS1,0.667517493,0.995329296
PLGRKT,0.374442375,0.295003262
LBR,0.907598382,0.428537836
NOVA1,1,0.847330286
ZNF121,0.876222362,0.448198379
KIF11,0.676784514,0.454045938
TTC7A,0.244054985,0.886859775
RAB11B-AS1,0.780755801,0.172890302
COX7A2,0.75723059,0.702380611
TCF4,0.622433503,0.763734448
PDCD2L,0.800490731,0.283092606
ZNF625,1,0.615283305
RBM24,0.893506111,0.307819121
LOC80154,1,0.692628207
PLK4,0.846718193,0.55884815
CACNA1B,0.572387164,0.099490452
KCTD6,0.851133291,0.045061836
KBTBD4,0.842008797,0.737844584
PRPF19,0.695036119,0.48714981
TCTN2,0.494620642,0.659727862
MAPKAPK5,0.565789243,0.158335946
PPP1CA,1,0.746518647
FSTL3,0.00014928,0.120243533
NACC2,1,0.561983547
NEAT1,0.959826483,0.47479431
AP2M1,0.41037335,0.015455673
AMPD2,0.945561714,0.490471589
TTI1,0.562434631,0.716826749
RELL2,0.548045168,0.270798705
RBM5,0.622058364,0.222160727
PDE4DIP,1,0.514263271
WDR36,0.722799737,0.575352052
PTPRM,0.883191058,0.868730647
RNF139,0.618462943,0.156954839
RERE,0.615054739,0.341440996
UBXN6,0.531655742,0.455350217
REST,0.839674449,0.766138179
PIAS4,0.525708509,0.968346513
KPNA4,1,0.819459549
LIMD1,0.798378573,0.198484189
ZFYVE20,1,0.652974846
SNX21,1,0.499174709
UBE2B,0.824925732,0.389847298
C4orf33,1,0.8795909
PDXK,0.805764775,6.64E-05
LIMCH1,0.72019696,0.069301678
HMGCS1,0.832518132,0.100030222
XRCC5,0.968757688,0.81811926
PAPD4,0.726390072,0.563677832
ADAM19,0.868247317,0.73899315
GALNT5,0.68242972,0.719189212
IKBKG,0.648750446,0.410651815
DDX6,0.723954925,0.920009762
ETS2,0.712495072,0.787692624
DOT1L,1,0.003328338
MLF2,0.5809052,0.509216164
LINC00938,0.754869539,0.654682851
SELO,1,0.646208563
FANCE,0.431357558,0.659240335
PCYOX1,1,0.89627131
RAB5C,0.928506448,0.511563589
NOP9,0.721092293,0.703653053
C6orf120,0.653380643,0.777088174
FUT8,0.73869624,0.755293906
HDHD1,0.674856661,0.073821728
VEGFB,1,0.849398216
KLHL22,0.90815248,0.906098749
NFYB,0.772678538,0.847719618
METTL2B,0.94889461,0.472325321
CDC42SE1,1,0.6978889
HYAL2,1,0.15631708
HIST2H3A,0.858911479,0.435376094
SNX17,0.382124966,0.079881817
ATP10D,0.580651064,0.81254286
MED30,0.945918578,0.793136297
PTP4A3,0.280940331,0.540854091
WTIP,0.775132851,0.879484358
KIAA1143,0.686453473,0.276785329
MAP3K2,0.016962301,0.105383968
HIST1H2BM,0.924659529,0.691062971
ZNF808,0.646666826,0.566075604
COA3,0.947333285,0.931527638
THAP1,1,0.533782411
LAMTOR5,0.803577201,0.367848797
ZFP30,0.864211628,0.360838268
SULT1A3,0.592859282,1
TIMM10B,0.500551092,0.456275318
MGA,0.76592164,0.746140701
FNDC3A,0.306694636,0.480053854
CTCF,0.738733305,0.490563709
CA11,0.828328156,0.20948831
CDK1,0.798971935,1
NTHL1,1,0.16881647
AJUBA,1,0.520138496
TAF1B,0.924659529,0.768918869
ZNF195,0.483817362,0.689173641
OVCA2,0.783967178,0.035146203
CEP85L,0.912034337,0.945867496
ANKRD11,0.757881794,0.749050017
BARD1,1,0.962419656
C14orf1,1,0.784135692
N4BP1,0.461467567,0.724560161
TMEM110,0.851414823,0.374621354
ST3GAL5,0.27865684,0.040825572
TBC1D15,0.870055667,0.013617667
DCUN1D4,0.976745928,0.657143916
SS18L1,1,0.393684964
CHURC1,0.789338018,0.048727691
VSNL1,1,0.801266991
OSER1,0.971955057,0.504616743
SLC22A5,0.737649892,0.179937933
SLC25A46,0.611382576,0.332071314
WSB1,1,0.938940372
TAB1,0.245273324,0.000189911
C11orf49,0.765224853,0.663315275
SMAD2,0.387007568,0.500022082
CNIH4,0.543239998,0.2442205
ORMDL1,1,0.3375778
SIPA1,0.962095815,0.259580487
SPAG16,0.893867928,0.31521441
RSC1A1,1,0.741401813
NBPF9,0.738733305,0.99178597
KNDC1,1,0.754773446
MBIP,1,0.992931463
SLC17A7,0.641879666,0.872753192
MAFG-AS1,0.566163105,0.003163269
FAM214B,1,0.495379874
RPS6,0.361937156,0.810768802
CEP170P1,0.992583282,0.529668919
ZMYM4,0.543239998,0.79608482
DGCR2,0.69301889,0.172483295
SDHA,0.911932393,0.050839345
SORL1,0.899719396,0.167683801
BRWD3,0.414675921,0.749700461
UBE2N,0.895349975,0.241208299
DDB1,0.940457452,0.994424033
CLN8,0.102112541,0.012844529
PRKAB1,0.759598739,0.153787802
KCMF1,0.908506859,0.00205253
RNF208,1,0.282603114
MCCC2,0.949700216,0.433508976
EPHA2,0.789705646,0.019970726
PCDHB2,0.895349975,0.190152537
IGDCC3,0.408624499,0.126326715
MRPS31,0.333615581,0.352862684
VPS37A,0.78902953,0.690362115
G0S2,0.971380675,0.517300109
INTS7,0.514159616,0.473613644
TMEM248,1,0.705180893
