Short Gene name,p_value
CYP2W1,0.290407663
DDTL,0.504410138
CCNL1,0.121667213
RP11-620J15.3,0.733372508
AFTPH,0.802138092
ATP1B3,0.723721078
UQCC2,0.360105963
ANKRD54,0.837467863
CHTF18,0.14630141
CLIP2,0.335711333
COASY,0.497024444
BRI3BP,0.531187009
XRN1,0.394410372
FLYWCH1,0.384909803
CCNE1,0.478664607
XPO6,0.993414619
C6orf106,0.923343732
PANK4,0.704575087
RPL36,0.149633394
SETD5-AS1,0.56414231
DHX36,0.341723774
SCHIP1,0.730004211
FABP5,0.420246417
HDAC4,0.986174499
NXPH4,0.000236056
NIPSNAP3A,0.714974043
FGD5-AS1,0.347495461
EHD2,0.712180973
ADD1,0.845011121
NDUFS8,0.678072159
CSNK1A1,0.588146893
FOXO4,0.423608351
NUP43,0.181364439
SHROOM3,0.828814263
PARD6B,0.961696727
UNC50,0.892546972
CRK,0.515583058
XRCC1,0.947298042
VLDLR,4.27E-06
ZCCHC8,0.763931491
ZGPAT,0.865280751
ZMYND19,0.859476716
GPR108,0.90793809
OTUD4,0.366091661
SNRNP35,0.838425257
KCNF1,0.385661694
LYNX1,0.848598347
STRADA,0.178991068
ACOX1,0.466548925
ANKRD27,0.957229168
COX10,0.896496877
RMND1,0.980340746
CRTC1,0.008981495
ICAM5,0.312224612
TWF1,0.631608585
ATF2,0.590790486
B4GALT4,0.005117134
ACACA,0.290785192
RUFY2,0.664125524
SMARCC1,0.50794298
C6orf211,0.62668831
TRAFD1,0.65595162
BRICD5,0.226394439
ZER1,0.941706816
TIMM10,0.958917222
SIMC1,0.698824975
RAPH1,0.738017592
C2orf49,0.912720805
DENND6A,0.930942092
LINC00617,0.976071283
TTC5,0.810062367
GLIS2,0.617200814
DVL2,0.440840427
WASH2P,0.58372101
TMEM259,0.98066577
ADIPOR1,0.329473985
WDR1,0.504178833
C2CD5,0.980990049
CYYR1,0.152046253
HIST1H2BF,0.567563213
MLLT6,0.771396478
EBAG9,0.618873733
EP300,0.268545505
POP4,0.874608303
AP1B1,0.327559794
DHRS7,0.981339444
TNS1,0.767458123
NUMB,1
MAP2K7,0.981677434
OTUB1,0.81565565
CYC1,0.86610908
SMCO4,0.564182685
C5orf54,0.75168012
RAC1,0.805726561
EXOSC1,0.218582995
PKIG,0.557729933
TM4SF1,0.3473234
GNA11,0.244743343
TMEM242,0.744807865
CSF1,0.749981516
PACSIN3,0.782087187
ANAPC13,1
ALDH2,0.629034275
LOC101930071,0.802217537
MRPL27,0.667998499
RNF26,0.490750696
ZNF691,0.369889617
KCNJ4,1
STPG1,0.117132357
TRIM16L,0.971747117
LRRN1,0.84833049
SAFB,1
GYS1,0.3701964
SGPP1,0.810062367
ZNF500,0.269216115
ABCB10,0.84087819
OAZ1,0.784868405
BRINP1,0.541825528
LNPEP,0.781084387
CARKD,0.50639205
DMXL1,0.203573706
POC5,1
FAM127C,0.826884815
FAM98B,0.163023777
NUPL2,0.24157233
CHST14,0.945046343
CNPPD1,0.080497733
PHLPP1,0.980517748
DNAJC4,0.894125383
TMEM63C,1
KMT2C,0.679567605
RACGAP1,0.120027263
JMY,0.320152018
SUPT20H,0.043487917
EML2,0.467531508
SPG7,0.823196097
RAP2A,0.795432779
PFKM,0.728656803
TMEM74B,0.9525442
USP32,0.803647997
ARID5A,0.910280521
VPS37B,0.565883338
CNTROB,0.002165209
TUB,0.305869402
JAM2,1
FADS1,0.850168784
CENPC,0.101114208
RABGAP1,0.007670614
CEP170,0.75177496
ZNF513,1.68E-10
FRS2,0.866375347
FAM53B,0.686635015
TYRO3,0.382272419
RFX3,0.819400494
C9orf78,0.002067004
RUVBL1,0.88869337
GNPDA2,0.106483718
TMED5,0.197052451
C3orf17,0.325439989
NAPA,0.950479887
PRIMPOL,0.499002314
COQ9,0.673732306
APOA1BP,0.82126282
SOCS4,0.859039538
DLG3,0.70778849
SUFU,0.44617101
RPL8,0.00219552
ECI1,0.299208413
EYA2,0.939411994
ZNF721,0.623284575
REEP5,0.519101789
PINK1,0.19290916
NDE1,0.734493142
CUEDC1,0.529032065
ZFYVE9,0.152139829
API5,0.974548639
METTL6,0.439660283
UXS1,0.268570376
DNAJA3,0.753670427
TCEA2,0.794394616
NDUFA2,0.420862885
SNORA54,0.00052807
TCP11L2,0.906454359
APTX,0.100026058
CAMK2A,0.525140941
HEPH,0.51137378
RNF40,0.451090697
RABGAP1L,0.342021832
FAH,0.359829387
EIF4G1,0.906664158
FADS2,0.075705004
PTDSS2,0.978121425
MMGT1,0.845514368
SULT1A4,4.59E-05
NCKIPSD,0.06024327
QKI,1
TBCA,0.297542691
BCS1L,0.394163909
NFX1,0.134239758
HDGFRP2,1
ZSWIM8,0.777604447
ZNF346,1
IFT81,0.878809028
FDFT1,0.145710686
TTC3,0.357160905
NDUFA6,0.591256248
SPG20,4.67E-126
CHURC1-FNTB,0.637522909
SGTA,0.994230004
DDA1,0.018595308
E4F1,0.375437928
ELMSAN1,1
NPRL3,0.909253289
COQ10A,0.845514368
AMIGO2,0.30999094
RRN3P1,0.977780773
AP5B1,0.000457713
LINS,0.226948206
MFSD3,0.876307967
GSPT2,0.905655559
LOC100130093,0.436615413
KIAA1731,0.58372101
CCDC112,0.12355965
DPY30,0.469796204
STK17B,0.778923248
LONP2,0.604948162
C16orf74,4.72E-156
ARID3B,0.130981511
MAPK7,0.070797918
GUSBP1,0.309865264
PI4KAP2,0.549040795
DDHD2,1
NR2C2AP,0.503403965
NUS1,0.75990098
MIER2,0.44520747
NDUFB1,0.46371323
ACO2,0.700619031
RRAGA,0.891567328
ZNF554,0.739700817
POMGNT2,0.714812889
DHX8,0.592624406
PHKB,0.638624233
CRB2,0.050408933
SKP2,0.093911777
OTUD3,0.628244674
PAN3,0.068208988
PTTG1,0.361300005
GTPBP2,0.026563042
KIAA0141,0.611906935
TPST2,0.347930732
TALDO1,0.985970097
L2HGDH,0.473639417
FBXO17,0.838995853
WWP2,1
DCUN1D5,0.572276114
GLI2,0.676920997
C1QBP,1
CNPY2,0.577528076
KIF1C,0.543374854
PQLC2,0.406962239
UFC1,0.312578791
EAF1,2.60E-14
SCNM1,0.977955697
TSPAN6,0.510598649
BAZ2A,0.813031889
ZNF544,1
TMEM39B,0.526769959
DCP2,0.849871064
PLAGL2,0.586348964
PLEKHA4,0.116421367
PAXIP1-AS1,0.714515079
HIST1H3F,0.690749412
STX2,0.416896312
STK11,0.309854689
PLA2G16,0.797256565
GTF2H3,0.912937721
TELO2,0.920416168
WDR41,0.667368015
SLIT2,1
NDUFA4,0.86631774
WDR78,0.927858556
CAPZA1,0.980733448
HIST3H2BB,0.955688033
YBX3,0.859039538
POLR2L,0.867734122
MAGI2-AS3,0.561086824
NDUFB6,0.887131494
TBC1D13,0.796143223
GLIPR2,1
HIST1H4C,0.506386566
GDAP2,0.993554275
EEF1D,0.287619791
RHOB,0.88477554
C17orf62,0.866950255
CLN5,0.804649042
C21orf59,0.477463393
TRIM21,0.904048167
SLC35C2,0.900125286
SMARCAL1,0.543843291
PCYT2,0.319741119
TMEM54,0.667739086
ZNF3,0.791122989
NUTF2,1
LYPLAL1,0.104813422
NHLH2,0.843213084
C2orf80,0.837665042
MOAP1,0.858137573
PPA1,0.857648531
KLHDC3,0.432180588
RAB33B,0.289493488
ASRGL1,0.303431332
ASS1,0.804859728
ATP6V0B,0.282841221
CCDC132,0.946032934
TERF1,0.147685759
ALG9,0.336293623
PTGER4,0.782087187
FXR1,0.853276367
ZNF146,0.470805604
ELAVL1,0.178389736
TENM3,0.931061124
MICU2,0.416368743
UQCRC2,0.863524829
LGMN,0.033010821
AHDC1,1
RBMX2,0.379060827
MRPL15,1.38E-07
PRR14L,0.303821507
SDR39U1,0.981201564
NCBP2,0.469862164
NOV,0.902620389
GLIS3,0.312021686
MAN1C1,0.610242407
FAM46A,0.736415696
ARFGEF1,0.936260479
DGCR6L,0.5892984
SCOC,0.108869396
KPNA1,0.023812536
FBXL12,0.926137803
CAPN15,0.111941365
LAYN,0.512871436
HDAC9,0.754646354
CBR4,0.3422614
NEURL4,0.264777666
KIAA1919,0.895015122
JMJD1C,0.415087881
STOML2,0.825587269
HAUS6,0.205896723
GUCD1,0.771525076
UNK,0.637691831
TMEM67,7.34E-05
SSBP2,0.543436083
PPP2R1A,0.283526733
CDKN1B,0.241861574
CEBPZ-AS1,0.825436806
SNORA70,0.437621355
ANAPC2,0.664649309
HIST1H2BN,0.963901537
RNF31,0.006126551
ZNF445,0.876702337
LXN,0.836466167
CAPN7,0.129379383
ATM,0.65568874
ALCAM,0.178615922
C7orf26,0.967241356
RMRP,0.866372705
LOC389765,0.673405198
MRPL34,0.736666277
FOXJ3,0.491022509
TGFBR2,0.73755591
RWDD2A,0.155808748
CPSF1,0.051298538
CCDC146,0.654999684
CCT7,0.967074326
STK36,0.071773429
DUS1L,0.510312349
HIST1H1D,0.673947669
CCNB1,0.007711437
FAM117A,1
RPS4X,0.033314058
GPRC5B,0.637103665
THG1L,0.896144086
SUPV3L1,0.702401378
WARS2,0.748338609
SCPEP1,0.305765941
B4GALT1,0.815967305
ATL3,0.665941786
ACSF2,0.734661175
TOR1A,0.980638162
NUP93,0.736666277
ZNF567,0.871413778
PPFIBP1,0.920144755
ERCC4,0.240904836
SLC38A10,0.845810088
LTA4H,0.281310128
ZNF579,0.233817267
MAB21L1,0.284925496
PPIF,0.107296361
YAE1D1,0.173483885
INADL,0.178267949
FBN3,0.149023262
PTPRO,0.905016629
RPS24,0.726526367
IFI27L1,0.906722342
COMMD4,0.412863347
PCNXL4,0.713887596
DNAJC8,1
U2AF2,0.522959914
RMI1,1
FLAD1,0.264175605
RBM17,0.871466356
PARD6G,0.089179238
MATN2,0.935885438
NCAPD2,0.726870607
PHKA2,2.79E-07
SEC11C,0.010616875
KDELC2,0.840258529
ARHGAP32,0.209773144
RSPH4A,1
TTYH2,0.69018773
KPNA6,0.006672656
MIR6723,0.295722044
FAM134C,0.921303495
EBPL,0.6963047
ARF5,0.185219384
SPAST,0.818479208
H2AFJ,0.275136298
TWISTNB,0.135880173
SCAP,0.691057348
CSPG4,0.579332867
SURF2,0.415205946
NUBP1,0.944822411
LAMA5,0.888846441
MAP9,0.609831206
ZC3H14,1
CCDC43,0.54164749
RGS3,0.037145062
HIF1AN,0.84567094
PPIB,0.748792766
SNX9,0.308761782
ZMYM5,0.740793161
TMEM121,0.420244732
RBMX,0.625762244
TMEM99,0.523547021
NAF1,0.713887596
SRD5A3,0.769299876
GTF2I,0.946584018
SPG11,1
CCDC64,0.902286602
RNF41,0.267204558
KRTCAP2,0.620096347
PIGP,0.923343732
CAMK2D,0.83938907
MAZ,1
PDGFA,0.631826336
WIPI1,0.735901375
THOP1,0.749969717
SMYD5,0.282454776
CAND1,0.597333877
TOM1L1,0.213202142
CAMK2G,0.4888508
COX7A2L,0.386151392
ETFDH,0.760478869
ZMYM2,0.274949912
ALMS1,1
RABEP2,1
C4orf27,0.733737536
CDK5RAP3,0.131662733
SCYL2,0.969198269
ILF3,0.980917423
ST6GALNAC4,0.000100739
COMMD5,0.402190185
KDM4B,0.192872895
MTAP,0.972310681
ZNF689,8.94E-05
ACAN,0.584161713
ZBTB26,0.635423551
CCDC101,1
GTF2H2,0.930002818
CCNT1,0.981702495
NDUFA5,0.864963466
CCDC174,0.967805174
RBM33,0.074739216
FBXO2,0.460931655
TEAD3,0.284735878
GFM2,0.013996834
PSMC4,0.327933441
EPHB1,0.699644261
FIBIN,0.287863996
GNG12,1
RIF1,0.237531288
CCDC51,0.490974061
KIAA1715,0.251453346
CENPF,0.629492592
SLC9A6,0.799242129
ZNF653,0.771320221
KIF22,0.003046307
ZNF275,0.589380065
ZHX1,0.512903335
PPDPF,0.734594518
FAM174B,0.903834683
ZNF252P,0.605263783
FAM193A,0.837669064
CHST3,0.960251743
TLE3,0.767537567
ARG2,0.79350224
KIF23,0.294978571
PCMTD2,0.94048455
KIF20B,0.300970114
ZNF300,0.76230206
WDR33,0.545391165
TUSC2,0.701734442
CRTC2,0.877053994
FAM193B,0.007099171
CDC7,0.919652249
ADAMTSL4,0.829837504
RILPL1,0.167234568
PLXNA4,0.936691779
C2orf72,0.667998499
NBEAL1,0.003023078
DENND1A,0.866285215
MDFIC,0.02231598
DNPEP,0.724585735
WDR47,0.744369348
SRF,0.703715177
TMEM14A,0.283395773
GGA2,0.981788338
TNFRSF21,0.876307967
LDLR,0.98066577
FAM162A,0.15838014
SPATA5L1,2.52E-07
RHOG,0.98486112
SOD2,0.754646354
SRRD,0.26539565
CXXC5,0.770067632
PPP1R2,0.215570808
PCNXL2,0.864410669
WDR82,0.566190974
KIFC3,0.797042429
SUV420H1,0.000131635
UBXN8,0.372387344
C16orf80,0.667368015
NAA30,0.685164777
ATP5G1,0.667169653
FIG4,0.000234023
LOC92249,0.127181657
QSER1,0.446304243
ACD,0.08813636
TIMELESS,1
WASH3P,1
MAEA,0.325439989
DTD1,0.144439354
WDR54,0.788963836
SLITRK6,0.758685056
ARL6IP4,0.48925897
SOCS7,0.250327655
ZBTB7B,0.636585837
BMP1,0.942095677
SPRYD4,0.532234836
FLYWCH2,0.077497916
DCPS,0.635746806
RRAGC,0.605233391
HNRNPA2B1,1
SPOPL,0.035661989
ZBTB21,0.006535053
NOMO1,0.969837442
STIP1,0.231613196
FBXO28,1
RWDD1,0.291375923
REC8,0.151836331
NPTXR,0.943342046
F10,0.766450718
MORC3,1
MPDU1,0.428327887
GSTA4,0.195719673
KIAA1468,4.82E-35
BRD7,0.674694087
B4GALT5,0.684039053
NMRAL1,0.251711527
FIP1L1,0.531406579
MRPL42,0.936691779
STAG2,0.940837185
PIN1,0.013268148
PSMD10,0.467242921
POT1,0.015844644
AKTIP,0.589542606
MRPL54,0.712821881
FAM192A,0.17843313
BLOC1S2,0.262470898
MKI67,0.746965648
PARP2,0.590537793
TRPC1,0.552741599
CTPS2,0.941355552
ZNF586,0.279404403
PCNXL3,0.721797495
SLC2A10,0.605188588
PPIP5K2,0.490972072
BBS5,0.551609837
KNTC1,1
PDCD2,0.952589341
CORO2B,0.461788761
USP38,0.822517157
LARS2,0.983241189
SMC4,0.004916672
FOXN2,0.770929865
TMSB10,0.922342788
PTCD1,0.435338655
RBM38,0.041638072
NCBP1,5.30E-05
SLC35A2,0.922621685
RAB11FIP4,0.77855738
4-Mar,0.419192835
ISOC1,0.349349807
PSEN2,0.643052069
FGFRL1,0.036832256
PDE8A,0.939818248
C11orf68,0.135649487
PUSL1,0.001299276
SENP5,0.520010357
LIN28B,0.165141617
TMEM164,0.96214335
ZNF43,0.004168833
SMIM20,0.238050896
OTUB2,0.03588826
ACTN1,0.268570376
SFRP1,0.310252757
GALNT18,0.644995497
MIS18A,0.698841471
NAT14,0.002384708
ZC3H4,0.868026825
AFF4,0.597333877
FIS1,0.979201352
RAP2B,0.14892048
MVD,0.086994976
HIST2H2BF,0.246218908
AGPAT5,0.384909803
TADA2B,0.14703077
G3BP1,0.983233639
UGP2,0.542585767
CGNL1,0.790191335
C14orf119,0.677345247
SSRP1,0.735901375
TAF6,0.844326681
ZNF204P,0.988468724
KIAA2013,0.089826131
KIAA1462,0.860377681
SNRNP27,0.665675263
SLC25A39,0.131403117
CTPS1,0.320770231
ZNF223,0.069532173
CYP2R1,0.659876575
NHLRC3,0.534266244
DHX35,0.989479178
HADHB,0.955187218
SFRP5,3.97E-16
SERPINB6,0.836030149
AMZ2,0.611953038
PNPLA2,0.050757111
NT5C,0.98737158
CCDC106,0.83868454
RFWD3,0.910352341
PFDN4,1
DDX24,0.635350383
TMX2,0.011445082
IFT172,0.285402335
HSP90AA1,0.315032841
ZNF446,0.831754548
NAB1,0.906238286
USP4,0.85104679
ZNF493,0.436066192
BOC,0.312021686
CREB3L2,0.719073367
TBCK,0.661453351
RUFY1,1
PSMD8,0.011034829
SBNO2,0.546772424
SERGEF,0.998046659
PTRH1,0.890667976
FBXW11,0.829492229
KITLG,0.230916857
EPB41L4B,0.682656741
FAM188A,0.749981516
NDUFS2,0.84298272
LOC728392,0.975073616
RPL39L,0.496914084
BCL11A,0.890319555
RBM4,0.400416706
USP8,0.935536612
PDS5A,0.756630952
IKBIP,1
FBLIM1,0.805258976
ATRAID,0.702792003
COPG2,0.808584022
UBL7,0.047005903
HNRNPH3,0.326420973
PIK3IP1,0.268632878
NUP35,0.859159222
FGF2,0.687070103
ZFP36L2,0.061815445
CERS1,0.314637438
RABL2B,1
SRSF6,0.329771989
FAM105B,0.239566325
USP27X,0.982586383
METTL3,0.443025691
RNU11,0.735778972
KXD1,0.538597278
TMEM50A,0.630786581
PINX1,0.84692569
UPP1,0.956493923
TTC32,0.923037403
CEPT1,0.317835818
MAN1A2,0.327816843
ATP5B,0.028997942
COX6A1,0.368094448
ARNT,0.867772841
MAPKAPK5-AS1,0.416097563
RBM8A,0.033569838
GTPBP1,0.248977944
CTBP2,0.473639417
ABHD6,0.000870034
DDB2,0.732156124
TGFB3,0.496925468
ATP6AP2,0.232791663
KLF16,0.939632435
ZNF805,5.46E-06
KLHDC9,0.260205002
MEF2A,0.952212148
INO80D,0.998727577
MYO6,0.862355067
ELOVL6,0.736120397
UBTD1,0.385987095
LMO2,0.608947303
CBX5,0.298029083
LCMT1,0.858650682
TMX4,0.394549325
XIAP,0.173081721
PAK7,0.208156434
NEK7,0.819472956
C2CD3,1
MBTD1,1
PLCB3,0.564710452
FIZ1,0.670168527
CDAN1,0.613952585
DHCR24,0.523748967
UHRF1BP1,0.405688044
PRDX5,0.131129685
ARHGAP17,0.033133973
DCTN1,0.238176302
HIST1H2AD,0.246272628
OGFOD2,0.535612391
SBNO1,0.979604178
CLTB,0.53510117
DPP8,0.353990103
PDIK1L,0.054981024
SECISBP2,0.171407539
LIN52,0.279323305
BOD1,0.662581514
SNRPG,0.631053802
TNNI3,0.581331321
SH3PXD2B,6.95E-60
ZFP82,0.149530878
DGKZ,0.253894804
UBE2V1,0.057554023
ZBTB47,0.889208474
CDV3,0.727234688
MTMR6,0.990855573
UQCRFS1,0.416387994
C21orf2,0.862805696
MSRB2,0.945836619
RPL37A,0.257617935
GSTP1,0.995998425
TRIM37,0.879664426
PLCD3,0.000566916
NAP1L3,0.001045151
ANKRD39,0.593825487
TMSB4X,0.879720772
DLAT,0.212234176
NUP54,0.571284315
ISG20L2,0.637955874
POFUT1,0.515319682
COPRS,0.11718711
DBP,0.138824164
DGAT1,0.302801333
UQCR11,0.054004452
ARL8B,0.689425367
LRIG1,0.980954782
PRRX1,0.825436806
MYL3,0.987001059
HIST1H2AH,0.729496296
GIPC1,0.694185484
SNRK-AS1,0.524343699
SH3PXD2A,0.858453152
ZNF664,0.415400874
TMEM243,0.189469784
DPF2,0.955995095
GATAD2B,1
SCO1,4.99E-08
RPGR,0.5716543
FLCN,0.510107792
TSC22D3,0.92558455
CRY1,0.525696985
TSTD2,0.586069602
MPDZ,0.825587269
ARL2,0.80512293
CIZ1,0.980638162
FLII,0.845011121
GPR89A,1
ERCC1,0.000174251
RBM48,0.836466167
SAMD4B,0.41161277
BACH2,0.823856095
MBTPS1,0.086748874
C1orf54,0.14834167
GGA1,0.969361383
ZNF512B,1
EIF3L,0.219218283
RFK,0.770242775
PRMT6,1
RCBTB1,0.738853283
DCP1A,0.469664235
TSC2,1
FBXW2,0.379465048
RMND5B,0.133411443
ANAPC7,0.369451458
RTCA,0.791156884
PP7080,0.781645834
FCHSD2,0.927800896
AHCY,0.000111312
VDAC1,0.290581722
SPAG5,0.002776232
TCEA1,0.693666969
PPP1R15A,0.403282234
DNAJC15,0.466624009
CDC42BPB,0.045799977
PPFIBP2,0.867175524
FAM136A,0.982230577
NCR3LG1,0.946474192
UBN1,0.456237251
C12orf57,0.955349387
ACADS,1
MRPS7,0.626591927
KLHL7,0.178093771
MBNL1,0.775198445
S100A4,0.496938273
CAPZB,0.55538418
EGLN2,0.317391215
RPS15,0.849011332
C8orf33,0.199541017
PALB2,0.052384322
CTTNBP2,0.500652485
COG8,0.150269617
ZWINT,0.07337237
PLEKHA7,1
NHLRC2,0.356320738
AP1M1,0.756079388
NUCKS1,0.654942167
PLGRKT,0.603364231
LBR,1
NOVA1,0.000785099
ZNF121,0.662339317
KIF11,0.881035945
TTC7A,0.349707318
RAB11B-AS1,0.983816869
COX7A2,0.858204767
TCF4,0.577047106
PDCD2L,0.863312833
ZNF625,0.779790445
RBM24,0.824074494
LOC80154,0.482984997
PLK4,0.126776542
CACNA1B,0.925676788
KCTD6,0.506386566
KBTBD4,0.643052069
PRPF19,0.831963922
TCTN2,0.652556354
MAPKAPK5,0.599560578
PPP1CA,0.946474192
FSTL3,8.92E-15
NACC2,0.271388706
NEAT1,0.034194872
AP2M1,0.043215617
AMPD2,0.735892334
TTI1,0.981786477
RELL2,0.790822173
RBM5,0.934417728
PDE4DIP,0.724764485
WDR36,0.64618882
PTPRM,0.000102338
RNF139,0.907844512
RERE,0.047564986
UBXN6,0.213204694
REST,0.688176872
PIAS4,0.976662566
KPNA4,0.949528884
LIMD1,0.720285895
ZFYVE20,0.136824027
SNX21,0.862204621
UBE2B,0.746088566
C4orf33,0.570851916
PDXK,0.193184536
LIMCH1,0.353930366
HMGCS1,0.301333755
XRCC5,0.683175808
PAPD4,0.110675645
ADAM19,0.882915442
GALNT5,0.677886753
IKBKG,0.273003724
DDX6,0.641494768
ETS2,0.147093915
DOT1L,0.065549749
MLF2,0.625110214
LINC00938,0.81824628
SELO,0.998880922
FANCE,0.267959263
PCYOX1,0.002370573
RAB5C,0.918748638
NOP9,0.46809049
C6orf120,0.469686246
FUT8,0.448398123
HDHD1,0.65563019
VEGFB,0.277455789
KLHL22,0.14693876
NFYB,0.536117181
METTL2B,0.627649239
CDC42SE1,1
HYAL2,0.635469988
HIST2H3A,0.660375785
SNX17,0.349822896
ATP10D,0.856096168
MED30,0.877053994
PTP4A3,0.067452697
WTIP,0.38638559
KIAA1143,0.891412489
MAP3K2,0.000408097
HIST1H2BM,0.896571784
ZNF808,0.709476204
COA3,0.424424851
THAP1,0.749969717
LAMTOR5,0.576525781
ZFP30,0.649367026
SULT1A3,0.6691357
TIMM10B,1
MGA,0.200588704
FNDC3A,0.377393162
CTCF,0.466339852
CA11,0.374588835
CDK1,0.757196551
NTHL1,0.5865153
AJUBA,0.710004663
TAF1B,0.420244732
ZNF195,0.020294949
OVCA2,0.291375923
CEP85L,0.660734042
ANKRD11,0.523748967
BARD1,0.112154892
C14orf1,0.519606302
N4BP1,1
TMEM110,0.987940688
ST3GAL5,0.28705105
TBC1D15,0.283025294
DCUN1D4,0.598038569
SS18L1,1
CHURC1,0.551665194
VSNL1,0.887489837
OSER1,0.906452587
SLC22A5,0.703696615
SLC25A46,0.299696135
WSB1,0.755182796
TAB1,0.045849913
C11orf49,0.626926972
SMAD2,0.888822794
CNIH4,0.325439989
ORMDL1,0.894352817
SIPA1,0.000204424
SPAG16,5.23E-05
RSC1A1,0.113682281
NBPF9,0.547008541
KNDC1,0.996732203
MBIP,0.996653761
SLC17A7,0.452656856
MAFG-AS1,0.056538471
FAM214B,0.099540279
RPS6,0.561494881
CEP170P1,0.84833049
ZMYM4,0.73466229
DGCR2,0.471444697
SDHA,0.793652832
SORL1,0.945247255
BRWD3,0.44617101
UBE2N,0.422597878
DDB1,0.976071283
CLN8,0.489920388
PRKAB1,0.831094996
KCMF1,0.075086433
RNF208,0.977955697
MCCC2,1
EPHA2,0.339704309
PCDHB2,0.59184581
IGDCC3,0.777831137
MRPS31,0.007636237
VPS37A,0.583226677
G0S2,0.621186671
INTS7,0.886335428
TMEM248,0.893790377
SHKBP1,0.252083741
HIST1H2BL,0.861845931
MPZL1,0.90462329
PIGV,0.358167665
CCDC159,0.061843277
THY1,0.667823457
FRY,0.465111526
INTS12,0.536708283
PIK3C2B,0.840803842
ACAA1,0.831123214
ARHGEF4,0.541036908
NADSYN1,0.838638149
GNG5,0.891972674
GPX4,0.312656405
IRS1,0.832662209
VGF,0.562000419
NDC80,0.046204825
NTMT1,0.859024439
NOC4L,0.475291792
PEX26,0.109502496
FOPNL,1
INTS3,0.144914889
ACTR5,0.704811779
MAPK9,0.441759367
RAB11A,0.678520643
TMSB15B,0.710797035
TLE4,0.907574529
ZNF460,0.967944785
TWF2,1
PHF12,0.077415193
RFX2,0.806961081
MMRN1,0.856736876
SMG1,0.601736307
GTF2A1,0.622428033
NAT8L,0.777831374
CD164,0.996783853
BPTF,0.369049796
C1orf35,0.659684168
MTFP1,0.980580048
ELK1,1
POMK,0.303583013
TPI1,0.479960018
TANGO6,0.194909368
HIST1H2AC,0.468813257
PPP4C,1
COX11,0.881668869
RWDD4,0.159895572
FAM210B,0.495630098
CRADD,0.725367326
CTNS,0.31000695
BAX,0.660812092
MOSPD2,0.699525261
NSUN6,0.78819066
MOB3B,0.871413778
QRICH1,0.565668729
AVPI1,0.629882529
CNEP1R1,0.836309251
SCARNA12,0.180614503
NUDT9,0.007602745
FNBP1,0.792415744
TECPR2,0.819299127
COG7,0.235684455
DOLPP1,0.148303502
EPHB4,1
DAB2,0.928819941
FAM199X,0.056462926
BACE1,0.31308576
RGS14,0.589666084
CCT4,0.883704247
SRPK1,0.030423572
KCNN2,0.001676446
STAP2,0.333608219
RHBDD3,0.046568484
ATG16L1,0.027855239
PHF19,0.604062917
ID3,0.44617101
AKAP13,0.51604966
FREM1,0.112369618
LRP1,0.842289318
HIST2H3D,0.955251032
DDN,0.718934009
CROCC,0.715686114
NPEPPS,0.527482627
DGUOK,0.587725786
MRPL16,0.518126545
RNFT2,0.399663259
FAM129A,0.33899928
GPX1,0.801188738
SEMA3C,0.971189427
CTNNB1,0.978118776
CCDC57,0.551643347
CDCA5,0.949671753
B3GNTL1,0.015287404
FURIN,0.00526513
LOXL3,0.75281024
TMEM64,0.299865858
CALR,0.513530342
HIST1H3H,0.752085356
KBTBD7,0.524657156
GAREML,0.598248299
SHISA5,0.885084416
TTLL5,0.921303495
TMEM42,0.624024894
INPP4A,0.868991644
KIAA1644,0.810748248
GAMT,0.683788382
FDX1L,0.992130915
HSPG2,0.986786471
ZNF641,0.653971384
RBBP6,0.507443577
RASA1,0.677810854
MAML1,1
ACSS3,0.390361353
OXLD1,2.33E-07
MORC4,0.806437786
PIGL,0.158142559
ABT1,0.912720805
CHD2,0.652437792
IFT122,0.035921874
HSPE1,0.98486112
ATP5G3,0.431646921
LAMB2,1
LYPLA1,0.957031274
C17orf58,0.494288183
PIGK,0.118328533
CCDC71,1
RBM6,0.843491594
MAP2K1,0.54075205
ARFGAP2,0.308579183
PURA,0.668944655
RPUSD4,0.345366845
SDK1,0.905152963
KIAA1161,0.814359864
POMZP3,1.12E-06
RRAGB,0.755158402
SMIM4,0.759873122
C11orf83,0.909926938
SUMO1,0.443370794
C5orf22,6.67E-05
PALD1,1
PAIP1,0.558905317
HK2,0.862868199
TNRC6B,0.936323998
SETD1A,0.667368015
TCEA3,0.108165267
SNORA21,1
C5orf51,0.940761456
DNAAF2,0.090988798
RPUSD2,0.896391473
GIT2,0.692766387
PPP1R16A,1
THAP4,0.846231242
GGCX,0.613533643
CBX1,0.313131685
PTPN13,0.45920925
C19orf44,0.856736876
TRAPPC2L,0.669135621
TEAD2,0.962740063
CSDC2,0.211829473
PARD3B,0.796603763
NDUFV1,0.628415195
SLC25A37,0.017047016
APOPT1,0.311816423
DPY19L4,0.930349397
RSPH9,0.201995201
TMTC3,0.981212985
JMJD7,0.978902778
PTPN9,0.608959059
ABHD17A,0.939411994
MIS18BP1,0.334093378
DAB2IP,0.725423013
ARHGAP8,1.81E-08
SUN1,0.584473355
THBS3,1
SSFA2,0.906634375
NKRF,0.998611473
FLJ20021,0.529761133
EDIL3,0.815923035
KLHL18,0.381259792
